2025-01-08 00:57:36,925 [INFO] logger         :39        Logger initialized successfully!
2025-01-08 00:57:37,566 [INFO] main           :56        Modbus Device Connected
2025-01-08 00:57:37,568 [INFO] main           :64        Getting Tags Data...
2025-01-08 00:57:37,569 [INFO] main           :69        Reading tag: tag_1
2025-01-08 00:57:37,633 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 00:57:37,634 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 00:57:37,636 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 00:57:37,638 [INFO] main           :69        Reading tag: tag_2
2025-01-08 00:57:37,697 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 00:57:37,699 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 00:57:37,700 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 00:57:37,702 [INFO] main           :69        Reading tag: tag_3
2025-01-08 00:57:37,729 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 00:57:37,730 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 00:57:37,731 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 00:57:37,732 [INFO] main           :69        Reading tag: tag_4
2025-01-08 00:57:37,781 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 00:57:37,782 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 00:57:37,783 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 00:57:37,784 [INFO] main           :69        Reading tag: tag_5
2025-01-08 00:57:37,833 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16714, Low Word: 22099
2025-01-08 00:57:37,834 [INFO] main           :92        Converted value for tag_5: 1448296778
2025-01-08 00:57:37,835 [INFO] main           :99        Converted tag_5 into signed: 1448296778
