2025-01-12 19:09:23,649 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 19:09:25,051 [INFO] rabbit_mq      :20        Connected to RabbitMQ
2025-01-12 19:09:25,053 [INFO] main           :68        Modbus Device Connected
2025-01-12 19:09:25,054 [INFO] main           :79        Getting Tags Data...
2025-01-12 19:09:25,055 [INFO] main           :85        Reading tag: tag_1
2025-01-12 19:09:25,074 [INFO] main           :105       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 19:09:25,076 [INFO] main           :107       Converted value for tag_1: 1230
2025-01-12 19:09:25,077 [INFO] main           :115       Converted tag_1 into signed: 1230
2025-01-12 19:09:25,079 [INFO] main           :85        Reading tag: tag_2
2025-01-12 19:09:25,090 [INFO] main           :105       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 19:09:25,092 [INFO] main           :107       Converted value for tag_2: 12900
2025-01-12 19:09:25,094 [INFO] main           :115       Converted tag_2 into signed: 12900
2025-01-12 19:09:25,096 [INFO] main           :85        Reading tag: tag_3
2025-01-12 19:09:25,110 [INFO] main           :105       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 19:09:25,112 [INFO] main           :107       Converted value for tag_3: 20
2025-01-12 19:09:25,113 [INFO] main           :115       Converted tag_3 into signed: 20
2025-01-12 19:09:25,115 [INFO] main           :85        Reading tag: tag_4
2025-01-12 19:09:25,130 [INFO] main           :105       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 19:09:25,132 [INFO] main           :107       Converted value for tag_4: 10
2025-01-12 19:09:25,133 [INFO] main           :115       Converted tag_4 into signed: 10
2025-01-12 19:09:25,134 [INFO] main           :85        Reading tag: tag_5
2025-01-12 19:09:25,146 [INFO] main           :105       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 19:09:25,148 [INFO] main           :107       Converted value for tag_5: 1650549345
2025-01-12 19:09:25,149 [INFO] main           :115       Converted tag_5 into signed: 1650549345
2025-01-12 19:09:25,151 [INFO] main           :125       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 19:09:25,152 [CRITICAL] main           :262       tag_2 VALUE EXCEEDED 1500!
2025-01-12 19:09:25,154 [CRITICAL] main           :263       tag_2 VALUE: 12900
2025-01-12 19:09:25,155 [INFO] smtp_email     :15        Connecting to SMTP
2025-01-12 19:09:25,157 [INFO] smtp_email     :19        Connected to SMTP!
2025-01-12 19:09:28,634 [INFO] main           :274       previous value: 0
2025-01-12 19:09:28,636 [INFO] main           :275       Notification Sent
