2025-01-11 22:03:19,953 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 22:03:21,393 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:03:21,394 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:03:21,396 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:03:21,430 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:03:21,431 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:03:21,433 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:03:21,434 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:03:21,454 [INFO] main           :104       Converting data for tag tag_2 - High Word: 5100, Low Word: 0
2025-01-11 22:03:21,455 [INFO] main           :106       Converted value for tag_2: 5100
2025-01-11 22:03:21,456 [INFO] main           :114       Converted tag_2 into signed: 5100
2025-01-11 22:03:21,458 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:03:21,470 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:03:21,471 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:03:21,473 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:03:21,474 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:03:21,486 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:03:21,487 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:03:21,488 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:03:21,490 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:03:21,506 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:03:21,507 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:03:21,508 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:03:21,510 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 5100], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:03:21,511 [CRITICAL] main           :252       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:03:21,513 [CRITICAL] main           :253       tag_2 VALUE: 5100
2025-01-11 22:03:21,514 [INFO] smtp_email     :15        Connecting to SMTP
2025-01-11 22:03:21,516 [INFO] smtp_email     :19        Connected to SMTP!
2025-01-11 22:03:24,902 [INFO] main           :265       Notification Sent
2025-01-11 22:03:25,190 [INFO] main           :220       No messages in the queue.
