2025-01-09 23:22:11,564 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 23:22:12,254 [INFO] main           :63        Modbus Device Connected
2025-01-09 23:22:12,255 [INFO] main           :74        Getting Tags Data...
2025-01-09 23:22:12,256 [INFO] main           :80        Reading tag: tag_1
2025-01-09 23:22:12,272 [INFO] main           :100       Converting data for tag tag_1 - High Word: 435, Low Word: 0
2025-01-09 23:22:12,273 [INFO] main           :102       Converted value for tag_1: 435
2025-01-09 23:22:12,274 [INFO] main           :110       Converted tag_1 into signed: 435
2025-01-09 23:22:12,276 [INFO] main           :80        Reading tag: tag_2
2025-01-09 23:22:12,288 [INFO] main           :100       Converting data for tag tag_2 - High Word: 3430, Low Word: 0
2025-01-09 23:22:12,289 [INFO] main           :102       Converted value for tag_2: 3430
2025-01-09 23:22:12,290 [INFO] main           :110       Converted tag_2 into signed: 3430
2025-01-09 23:22:12,292 [INFO] main           :80        Reading tag: tag_3
2025-01-09 23:22:12,300 [INFO] main           :100       Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 23:22:12,301 [INFO] main           :102       Converted value for tag_3: 2220
2025-01-09 23:22:12,302 [INFO] main           :110       Converted tag_3 into signed: 2220
2025-01-09 23:22:12,304 [INFO] main           :80        Reading tag: tag_4
2025-01-09 23:22:12,316 [INFO] main           :100       Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 23:22:12,317 [INFO] main           :102       Converted value for tag_4: 131532758
2025-01-09 23:22:12,318 [INFO] main           :110       Converted tag_4 into signed: 131532758
2025-01-09 23:22:12,319 [INFO] main           :80        Reading tag: tag_5
2025-01-09 23:22:12,328 [INFO] main           :100       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 23:22:12,329 [INFO] main           :102       Converted value for tag_5: 1095585358
2025-01-09 23:22:12,330 [INFO] main           :110       Converted tag_5 into signed: 1095585358
2025-01-09 23:22:12,332 [INFO] main           :120       Data after conversion: [['tag_1', 435], ['tag_2', 3430], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 23:22:12,333 [INFO] main           :245       TAG 2 Value exceeded 1500!
2025-01-09 23:22:12,334 [INFO] smtp_email     :15        Connecting to SMTP
2025-01-09 23:22:12,335 [INFO] smtp_email     :19        Connected to SMTP!
2025-01-09 23:22:12,337 [INFO] main           :249       Not Sent!: name 'body' is not defined
2025-01-09 23:22:12,613 [INFO] main           :216       No messages in the queue.
2025-01-09 23:22:12,686 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-09 23:22:13,945 [INFO] main           :63        Modbus Device Connected
2025-01-09 23:22:13,946 [INFO] main           :74        Getting Tags Data...
2025-01-09 23:22:13,948 [INFO] main           :80        Reading tag: tag_1
2025-01-09 23:22:13,960 [INFO] main           :100       Converting data for tag tag_1 - High Word: 435, Low Word: 0
2025-01-09 23:22:13,961 [INFO] main           :102       Converted value for tag_1: 435
2025-01-09 23:22:13,962 [INFO] main           :110       Converted tag_1 into signed: 435
2025-01-09 23:22:13,964 [INFO] main           :80        Reading tag: tag_2
2025-01-09 23:22:13,976 [INFO] main           :100       Converting data for tag tag_2 - High Word: 3430, Low Word: 0
2025-01-09 23:22:13,977 [INFO] main           :102       Converted value for tag_2: 3430
2025-01-09 23:22:13,978 [INFO] main           :110       Converted tag_2 into signed: 3430
2025-01-09 23:22:13,980 [INFO] main           :80        Reading tag: tag_3
2025-01-09 23:22:13,996 [INFO] main           :100       Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 23:22:13,997 [INFO] main           :102       Converted value for tag_3: 2220
2025-01-09 23:22:13,998 [INFO] main           :110       Converted tag_3 into signed: 2220
2025-01-09 23:22:14,000 [INFO] main           :80        Reading tag: tag_4
2025-01-09 23:22:14,012 [INFO] main           :100       Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 23:22:14,013 [INFO] main           :102       Converted value for tag_4: 131532758
2025-01-09 23:22:14,014 [INFO] main           :110       Converted tag_4 into signed: 131532758
2025-01-09 23:22:14,015 [INFO] main           :80        Reading tag: tag_5
2025-01-09 23:22:14,024 [INFO] main           :100       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 23:22:14,025 [INFO] main           :102       Converted value for tag_5: 1095585358
2025-01-09 23:22:14,027 [INFO] main           :110       Converted tag_5 into signed: 1095585358
2025-01-09 23:22:14,028 [INFO] main           :120       Data after conversion: [['tag_1', 435], ['tag_2', 3430], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 23:22:14,029 [INFO] main           :245       TAG 2 Value exceeded 1500!
2025-01-09 23:22:14,030 [INFO] smtp_email     :15        Connecting to SMTP
2025-01-09 23:22:14,032 [INFO] smtp_email     :19        Connected to SMTP!
2025-01-09 23:22:14,033 [INFO] main           :249       Not Sent!: name 'body' is not defined
2025-01-09 23:22:14,313 [INFO] main           :216       No messages in the queue.
2025-01-09 23:22:14,396 [INFO] rabbit_mq      :35        Message published successfully.
