2025-01-12 20:37:40,086 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 20:37:41,323 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:37:41,325 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:37:41,326 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:37:41,328 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:37:41,342 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:37:41,343 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:37:41,344 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:37:41,346 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:37:41,362 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:37:41,363 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:37:41,364 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:37:41,365 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:37:41,382 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:37:41,383 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:37:41,384 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:37:41,385 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:37:41,398 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:37:41,399 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:37:41,400 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:37:41,402 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:37:41,418 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:37:41,419 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:37:41,421 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:37:41,422 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:37:41,424 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:37:41,473 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:37:41,474 [INFO] main           :293       Total time: 0.3778259754180908
