2025-01-09 21:59:46,745 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 21:59:47,306 [INFO] main           :62        Modbus Device Connected
2025-01-09 21:59:47,309 [INFO] main           :73        Getting Tags Data...
2025-01-09 21:59:47,311 [INFO] main           :79        Reading tag: tag_1
2025-01-09 21:59:47,336 [INFO] main           :99        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 21:59:47,337 [INFO] main           :101       Converted value for tag_1: 1233
2025-01-09 21:59:47,338 [INFO] main           :109       Converted tag_1 into signed: 1233
2025-01-09 21:59:47,340 [INFO] main           :79        Reading tag: tag_2
2025-01-09 21:59:47,352 [INFO] main           :99        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 21:59:47,354 [INFO] main           :101       Converted value for tag_2: 12309
2025-01-09 21:59:47,356 [INFO] main           :109       Converted tag_2 into signed: 12309
2025-01-09 21:59:47,357 [INFO] main           :79        Reading tag: tag_3
2025-01-09 21:59:47,368 [INFO] main           :99        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 21:59:47,369 [INFO] main           :101       Converted value for tag_3: 2220
2025-01-09 21:59:47,370 [INFO] main           :109       Converted tag_3 into signed: 2220
2025-01-09 21:59:47,371 [INFO] main           :79        Reading tag: tag_4
2025-01-09 21:59:47,380 [INFO] main           :99        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 21:59:47,381 [INFO] main           :101       Converted value for tag_4: 131532758
2025-01-09 21:59:47,382 [INFO] main           :109       Converted tag_4 into signed: 131532758
2025-01-09 21:59:47,384 [INFO] main           :79        Reading tag: tag_5
2025-01-09 21:59:47,392 [INFO] main           :99        Converting data for tag tag_5 - High Word: 16717, Low Word: 20046
2025-01-09 21:59:47,393 [INFO] main           :101       Converted value for tag_5: 1313751373
2025-01-09 21:59:47,394 [INFO] main           :109       Converted tag_5 into signed: 1313751373
2025-01-09 21:59:47,396 [INFO] main           :123       Data after conversion: [['tag_1', 1233], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 21:59:47,680 [INFO] main           :225       No messages in the queue.
2025-01-09 21:59:47,761 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-09 21:59:50,009 [INFO] main           :62        Modbus Device Connected
2025-01-09 21:59:50,010 [INFO] main           :73        Getting Tags Data...
2025-01-09 21:59:50,012 [INFO] main           :79        Reading tag: tag_1
2025-01-09 21:59:50,024 [INFO] main           :99        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 21:59:50,025 [INFO] main           :101       Converted value for tag_1: 1233
2025-01-09 21:59:50,026 [INFO] main           :109       Converted tag_1 into signed: 1233
2025-01-09 21:59:50,027 [INFO] main           :79        Reading tag: tag_2
2025-01-09 21:59:50,040 [INFO] main           :99        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 21:59:50,041 [INFO] main           :101       Converted value for tag_2: 12309
