2025-01-12 20:50:52,347 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 20:50:53,515 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:50:53,517 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:50:53,518 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:50:53,520 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:50:53,534 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:50:53,535 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:50:53,537 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:50:53,538 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:50:53,550 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:50:53,551 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:50:53,552 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:50:53,554 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:50:53,582 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:50:53,583 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:50:53,584 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:50:53,586 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:50:53,598 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:50:53,599 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:50:53,600 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:50:53,602 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:50:53,642 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:50:53,643 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:50:53,644 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:50:53,646 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:50:53,647 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:50:53,669 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:50:53,671 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:50:53,923 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:50:54,031 [INFO] main           :163       No messages in the queue.
2025-01-12 20:50:54,188 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:50:54,190 [INFO] main           :296       Total time: 0.8976936340332031
2025-01-12 20:50:55,414 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:50:55,417 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:50:55,418 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:50:55,420 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:50:55,446 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:50:55,447 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:50:55,449 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:50:55,450 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:50:55,458 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:50:55,459 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:50:55,461 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:50:55,462 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:50:55,470 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:50:55,471 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:50:55,473 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:50:55,474 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:50:55,482 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:50:55,483 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:50:55,484 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:50:55,486 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:50:55,494 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:50:55,495 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:50:55,497 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:50:55,498 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:50:55,500 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:50:55,518 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:50:55,520 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:50:55,715 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:50:55,794 [INFO] main           :163       No messages in the queue.
2025-01-12 20:50:55,919 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:50:55,923 [INFO] main           :296       Total time: 0.730384349822998
