2025-01-10 00:34:31,275 [INFO] logger         :39        Logger initialized successfully!
2025-01-10 00:34:31,994 [INFO] main2          :41        Modbus Device Connected
2025-01-10 00:34:31,995 [INFO] main2          :52        Getting Tags Data...
2025-01-10 00:34:31,996 [INFO] main2          :58        Reading tag: tag_1
2025-01-10 00:34:32,024 [INFO] main2          :78        Converting data for tag tag_1 - High Word: 10, Low Word: 0
2025-01-10 00:34:32,026 [INFO] main2          :80        Converted value for tag_1: 10
2025-01-10 00:34:32,027 [INFO] main2          :88        Converted tag_1 into signed: 10
2025-01-10 00:34:32,028 [INFO] main2          :58        Reading tag: tag_2
2025-01-10 00:34:32,040 [INFO] main2          :78        Converting data for tag tag_2 - High Word: 20, Low Word: 0
2025-01-10 00:34:32,041 [INFO] main2          :80        Converted value for tag_2: 20
2025-01-10 00:34:32,042 [INFO] main2          :88        Converted tag_2 into signed: 20
2025-01-10 00:34:32,044 [INFO] main2          :58        Reading tag: tag_3
2025-01-10 00:34:32,052 [INFO] main2          :78        Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:34:32,053 [INFO] main2          :80        Converted value for tag_3: 12340
2025-01-10 00:34:32,055 [INFO] main2          :88        Converted tag_3 into signed: 12340
2025-01-10 00:34:32,056 [INFO] main2          :58        Reading tag: tag_4
2025-01-10 00:34:32,064 [INFO] main2          :78        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:34:32,065 [INFO] main2          :80        Converted value for tag_4: 10
2025-01-10 00:34:32,067 [INFO] main2          :88        Converted tag_4 into signed: 10
2025-01-10 00:34:32,068 [INFO] main2          :58        Reading tag: tag_5
2025-01-10 00:34:32,076 [INFO] main2          :78        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:34:32,077 [INFO] main2          :80        Converted value for tag_5: 1095585358
2025-01-10 00:34:32,078 [INFO] main2          :88        Converted tag_5 into signed: 1095585358
2025-01-10 00:34:32,080 [INFO] main2          :106       Tag 5 ASCII Value: MANN
2025-01-10 00:34:32,081 [INFO] main2          :98        Data after conversion: [['tag_1', 10], ['tag_2', 20], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:34:32,082 [INFO] main2          :207       TAG 2 Value Moderate
2025-01-10 00:34:32,373 [INFO] main2          :174       No messages in the queue.
2025-01-10 00:34:32,460 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:34:33,463 [INFO] main2          :225       Time taken: 1.7469215393066406
2025-01-10 00:34:33,723 [INFO] main2          :41        Modbus Device Connected
2025-01-10 00:34:33,725 [INFO] main2          :52        Getting Tags Data...
2025-01-10 00:34:33,727 [INFO] main2          :58        Reading tag: tag_1
2025-01-10 00:34:33,750 [INFO] main2          :78        Converting data for tag tag_1 - High Word: 10, Low Word: 0
2025-01-10 00:34:33,752 [INFO] main2          :80        Converted value for tag_1: 10
2025-01-10 00:34:33,753 [INFO] main2          :88        Converted tag_1 into signed: 10
2025-01-10 00:34:33,756 [INFO] main2          :58        Reading tag: tag_2
2025-01-10 00:34:33,762 [INFO] main2          :78        Converting data for tag tag_2 - High Word: 20, Low Word: 0
2025-01-10 00:34:33,764 [INFO] main2          :80        Converted value for tag_2: 20
2025-01-10 00:34:33,766 [INFO] main2          :88        Converted tag_2 into signed: 20
2025-01-10 00:34:33,768 [INFO] main2          :58        Reading tag: tag_3
2025-01-10 00:34:33,777 [INFO] main2          :78        Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:34:33,779 [INFO] main2          :80        Converted value for tag_3: 12340
2025-01-10 00:34:33,781 [INFO] main2          :88        Converted tag_3 into signed: 12340
2025-01-10 00:34:33,783 [INFO] main2          :58        Reading tag: tag_4
2025-01-10 00:34:33,794 [INFO] main2          :78        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:34:33,796 [INFO] main2          :80        Converted value for tag_4: 10
2025-01-10 00:34:33,797 [INFO] main2          :88        Converted tag_4 into signed: 10
2025-01-10 00:34:33,799 [INFO] main2          :58        Reading tag: tag_5
2025-01-10 00:34:33,805 [INFO] main2          :78        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:34:33,807 [INFO] main2          :80        Converted value for tag_5: 1095585358
2025-01-10 00:34:33,810 [INFO] main2          :88        Converted tag_5 into signed: 1095585358
2025-01-10 00:34:33,811 [INFO] main2          :106       Tag 5 ASCII Value: MANN
2025-01-10 00:34:33,812 [INFO] main2          :98        Data after conversion: [['tag_1', 10], ['tag_2', 20], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:34:33,813 [INFO] main2          :207       TAG 2 Value Moderate
2025-01-10 00:34:34,109 [INFO] main2          :174       No messages in the queue.
2025-01-10 00:34:34,192 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:34:35,195 [INFO] main2          :225       Time taken: 1.7306017875671387
2025-01-10 00:34:35,485 [INFO] main2          :41        Modbus Device Connected
2025-01-10 00:34:35,486 [INFO] main2          :52        Getting Tags Data...
2025-01-10 00:34:35,488 [INFO] main2          :58        Reading tag: tag_1
2025-01-10 00:34:35,500 [INFO] main2          :78        Converting data for tag tag_1 - High Word: 10, Low Word: 0
2025-01-10 00:34:35,501 [INFO] main2          :80        Converted value for tag_1: 10
2025-01-10 00:34:35,503 [INFO] main2          :88        Converted tag_1 into signed: 10
2025-01-10 00:34:35,504 [INFO] main2          :58        Reading tag: tag_2
2025-01-10 00:34:35,516 [INFO] main2          :78        Converting data for tag tag_2 - High Word: 20, Low Word: 0
2025-01-10 00:34:35,517 [INFO] main2          :80        Converted value for tag_2: 20
2025-01-10 00:34:35,519 [INFO] main2          :88        Converted tag_2 into signed: 20
2025-01-10 00:34:35,520 [INFO] main2          :58        Reading tag: tag_3
2025-01-10 00:34:35,532 [INFO] main2          :78        Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:34:35,534 [INFO] main2          :80        Converted value for tag_3: 12340
2025-01-10 00:34:35,535 [INFO] main2          :88        Converted tag_3 into signed: 12340
2025-01-10 00:34:35,536 [INFO] main2          :58        Reading tag: tag_4
2025-01-10 00:34:35,548 [INFO] main2          :78        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:34:35,549 [INFO] main2          :80        Converted value for tag_4: 10
2025-01-10 00:34:35,550 [INFO] main2          :88        Converted tag_4 into signed: 10
2025-01-10 00:34:35,552 [INFO] main2          :58        Reading tag: tag_5
2025-01-10 00:34:35,564 [INFO] main2          :78        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:34:35,565 [INFO] main2          :80        Converted value for tag_5: 1095585358
2025-01-10 00:34:35,567 [INFO] main2          :88        Converted tag_5 into signed: 1095585358
2025-01-10 00:34:35,568 [INFO] main2          :106       Tag 5 ASCII Value: MANN
2025-01-10 00:34:35,569 [INFO] main2          :98        Data after conversion: [['tag_1', 10], ['tag_2', 20], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:34:35,570 [INFO] main2          :207       TAG 2 Value Moderate
2025-01-10 00:34:35,878 [INFO] main2          :174       No messages in the queue.
2025-01-10 00:34:35,964 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:34:36,967 [INFO] main2          :225       Time taken: 1.7708358764648438
2025-01-10 00:34:37,221 [INFO] main2          :41        Modbus Device Connected
2025-01-10 00:34:37,223 [INFO] main2          :52        Getting Tags Data...
2025-01-10 00:34:37,225 [INFO] main2          :58        Reading tag: tag_1
2025-01-10 00:34:37,252 [INFO] main2          :78        Converting data for tag tag_1 - High Word: 10, Low Word: 0
2025-01-10 00:34:37,254 [INFO] main2          :80        Converted value for tag_1: 10
2025-01-10 00:34:37,255 [INFO] main2          :88        Converted tag_1 into signed: 10
2025-01-10 00:34:37,256 [INFO] main2          :58        Reading tag: tag_2
