2025-01-13 00:14:36,655 [INFO] logger         :39        Logger initialized successfully!
2025-01-13 00:14:37,843 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-13 00:14:37,848 [INFO] main           :61        Modbus Device Connected
2025-01-13 00:14:37,850 [INFO] main           :72        Getting Tags Data...
2025-01-13 00:14:37,853 [INFO] main           :79        Reading tag: tag_1
2025-01-13 00:14:37,867 [INFO] main           :99        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-13 00:14:37,868 [INFO] main           :101       Converted value for tag_1: 7700
2025-01-13 00:14:37,870 [INFO] main           :109       Converted tag_1 into signed: 7700
2025-01-13 00:14:37,871 [INFO] main           :79        Reading tag: tag_2
2025-01-13 00:14:37,883 [INFO] main           :99        Converting data for tag tag_2 - High Word: 5700, Low Word: 0
2025-01-13 00:14:37,886 [INFO] main           :101       Converted value for tag_2: 5700
2025-01-13 00:14:37,887 [INFO] main           :109       Converted tag_2 into signed: 5700
2025-01-13 00:14:37,888 [INFO] main           :79        Reading tag: tag_3
2025-01-13 00:14:37,915 [INFO] main           :99        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-13 00:14:37,918 [INFO] main           :101       Converted value for tag_3: 20
2025-01-13 00:14:37,919 [INFO] main           :109       Converted tag_3 into signed: 20
2025-01-13 00:14:37,922 [INFO] main           :79        Reading tag: tag_4
2025-01-13 00:14:38,076 [INFO] main           :99        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-13 00:14:38,078 [INFO] main           :101       Converted value for tag_4: 10
2025-01-13 00:14:38,081 [INFO] main           :109       Converted tag_4 into signed: 10
2025-01-13 00:14:38,085 [INFO] main           :79        Reading tag: tag_5
2025-01-13 00:14:38,095 [INFO] main           :99        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-13 00:14:38,098 [INFO] main           :101       Converted value for tag_5: 1650549345
2025-01-13 00:14:38,100 [INFO] main           :109       Converted tag_5 into signed: 1650549345
2025-01-13 00:14:38,101 [INFO] main           :175       ASCII of tag_5: abab
2025-01-13 00:14:38,102 [INFO] main           :119       Data after conversion: [['tag_1', 7700], ['tag_2', 5700], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-13 00:14:38,123 [CRITICAL] main           :258       tag_2 VALUE EXCEEDED 1500!
2025-01-13 00:14:38,126 [CRITICAL] main           :259       tag_2 VALUE: 5700
2025-01-13 00:14:38,339 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-13 00:14:38,430 [INFO] main           :165       No messages in the queue.
2025-01-13 00:14:41,566 [INFO] smtp_email     :54        Connected to SMTP!
2025-01-13 00:14:41,568 [INFO] main           :272       previous value: 0.0
2025-01-13 00:14:41,569 [INFO] main           :273       Notification Sent
