2025-01-09 22:25:36,068 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 22:25:36,846 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:25:36,847 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:25:36,849 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:25:36,884 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:25:36,885 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:25:36,886 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:25:36,888 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:25:36,900 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:25:36,901 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:25:36,902 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:25:36,904 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:25:36,916 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:25:36,917 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:25:36,918 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:25:36,919 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:25:36,948 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:25:36,949 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:25:36,951 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:25:36,952 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:25:37,064 [INFO] main           :98        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 22:25:37,066 [INFO] main           :100       Converted value for tag_5: 1095585358
2025-01-09 22:25:37,067 [INFO] main           :108       Converted tag_5 into signed: 1095585358
2025-01-09 22:25:37,069 [INFO] main           :118       Data after conversion: [['tag_1', 1233], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 22:25:37,417 [INFO] main           :214       No messages in the queue.
2025-01-09 22:25:37,489 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-09 22:25:38,749 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:25:38,751 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:25:38,752 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:25:38,768 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:25:38,769 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:25:38,770 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:25:38,771 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:25:38,784 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:25:38,785 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:25:38,786 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:25:38,788 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:25:38,800 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:25:38,801 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:25:38,802 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:25:38,804 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:25:38,816 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:25:38,817 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:25:38,818 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:25:38,820 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:25:38,832 [INFO] main           :98        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 22:25:38,833 [INFO] main           :100       Converted value for tag_5: 1095585358
2025-01-09 22:25:38,834 [INFO] main           :108       Converted tag_5 into signed: 1095585358
2025-01-09 22:25:38,836 [INFO] main           :118       Data after conversion: [['tag_1', 1233], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 22:25:39,109 [INFO] main           :214       No messages in the queue.
2025-01-09 22:25:39,180 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-09 22:25:40,453 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:25:40,454 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:25:40,456 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:25:40,468 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:25:40,469 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:25:40,470 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:25:40,471 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:25:40,484 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:25:40,485 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:25:40,486 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:25:40,488 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:25:40,500 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:25:40,501 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:25:40,502 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:25:40,503 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:25:40,516 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:25:40,517 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:25:40,518 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:25:40,519 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:25:40,532 [INFO] main           :98        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 22:25:40,533 [INFO] main           :100       Converted value for tag_5: 1095585358
2025-01-09 22:25:40,535 [INFO] main           :108       Converted tag_5 into signed: 1095585358
2025-01-09 22:25:40,536 [INFO] main           :118       Data after conversion: [['tag_1', 1233], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 22:25:40,841 [INFO] main           :214       No messages in the queue.
2025-01-09 22:25:40,920 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-09 22:25:42,173 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:25:42,174 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:25:42,176 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:25:42,188 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:25:42,189 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:25:42,190 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:25:42,191 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:25:42,204 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:25:42,205 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:25:42,206 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:25:42,208 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:25:43,773 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:25:43,774 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:25:43,776 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:25:43,777 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:25:43,804 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:25:43,806 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:25:43,808 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:25:43,809 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:25:43,836 [INFO] main           :98        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 22:25:43,837 [INFO] main           :100       Converted value for tag_5: 1095585358
2025-01-09 22:25:43,838 [INFO] main           :108       Converted tag_5 into signed: 1095585358
2025-01-09 22:25:43,839 [INFO] main           :118       Data after conversion: [['tag_1', 1233], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 22:25:44,237 [INFO] main           :214       No messages in the queue.
2025-01-09 22:25:44,336 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-09 22:25:45,593 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:25:45,595 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:25:45,597 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:25:45,612 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:25:45,613 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:25:45,614 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:25:45,616 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:25:45,628 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:25:45,629 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:25:45,630 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:25:45,631 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:25:45,644 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:25:45,645 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:25:45,646 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:25:45,647 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:25:45,660 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:25:45,661 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:25:45,662 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:25:45,663 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:25:45,673 [INFO] main           :98        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 22:25:45,674 [INFO] main           :100       Converted value for tag_5: 1095585358
2025-01-09 22:25:45,675 [INFO] main           :108       Converted tag_5 into signed: 1095585358
2025-01-09 22:25:45,677 [INFO] main           :118       Data after conversion: [['tag_1', 1233], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 22:25:45,969 [INFO] main           :188       Received message: ['tag_5', '25185', '25699']
2025-01-09 22:25:45,988 [INFO] main           :230       Tag Written successfully!
2025-01-09 22:25:45,996 [INFO] main           :231       ReadHoldingRegistersResponse(dev_id=1, transaction_id=8, address=0, count=0, bits=[], registers=[25185, 8270], status=1)
2025-01-09 22:25:46,084 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-09 22:25:47,319 [INFO] main           :61        Modbus Device Connected
