2025-01-07 22:40:09,994 [INFO] logger         :39        Logger initialized successfully!
2025-01-07 22:40:10,595 [INFO] main           :56        Modbus Device Connected
2025-01-07 22:40:10,597 [INFO] main           :64        Getting Tags Data...
2025-01-07 22:40:10,598 [INFO] main           :69        Reading tag: tag_1
2025-01-07 22:40:10,629 [INFO] main           :86        Converting data for tag tag_1 - High Word: 12300, Low Word: 0
2025-01-07 22:40:10,631 [INFO] main           :88        Converted value for tag_1: 12300
2025-01-07 22:40:10,632 [INFO] main           :95        Converted tag_1 into signed: 12300
2025-01-07 22:40:10,634 [INFO] main           :69        Reading tag: tag_2
2025-01-07 22:40:10,645 [INFO] main           :86        Converting data for tag tag_2 - High Word: 16924, Low Word: 66
2025-01-07 22:40:10,646 [INFO] main           :88        Converted value for tag_2: 4342300
2025-01-07 22:40:10,648 [INFO] main           :95        Converted tag_2 into signed: 4342300
2025-01-07 22:40:10,650 [INFO] main           :69        Reading tag: tag_3
2025-01-07 22:40:10,661 [INFO] main           :86        Converting data for tag tag_3 - High Word: 12, Low Word: 0
2025-01-07 22:40:10,662 [INFO] main           :88        Converted value for tag_3: 12
2025-01-07 22:40:10,663 [INFO] main           :95        Converted tag_3 into signed: 12
2025-01-07 22:40:10,664 [INFO] main           :69        Reading tag: tag_4
2025-01-07 22:40:10,681 [INFO] main           :86        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 22:40:10,682 [INFO] main           :88        Converted value for tag_4: 131532758
2025-01-07 22:40:10,684 [INFO] main           :95        Converted tag_4 into signed: 131532758
2025-01-07 22:40:10,685 [INFO] main           :69        Reading tag: tag_5
2025-01-07 22:40:10,697 [INFO] main           :86        Converting data for tag tag_5 - High Word: 57127, Low Word: 33168
2025-01-07 22:40:10,698 [INFO] main           :88        Converted value for tag_5: 2173755175
2025-01-07 22:40:10,699 [INFO] main           :95        Converted tag_5 into signed: -2121212121
2025-01-07 22:40:10,700 [INFO] main           :100       Data after conversion: [['tag_1', 12300], ['tag_2', 4342300], ['tag_3', 12], ['tag_4', 131532758], ['tag_5', -2121212121]]
2025-01-07 22:40:11,005 [INFO] main           :196       No messages in the queue.
2025-01-07 22:40:11,089 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-07 22:40:13,330 [INFO] main           :56        Modbus Device Connected
2025-01-07 22:40:13,331 [INFO] main           :64        Getting Tags Data...
2025-01-07 22:40:13,332 [INFO] main           :69        Reading tag: tag_1
2025-01-07 22:40:13,349 [INFO] main           :86        Converting data for tag tag_1 - High Word: 12300, Low Word: 0
2025-01-07 22:40:13,350 [INFO] main           :88        Converted value for tag_1: 12300
2025-01-07 22:40:13,351 [INFO] main           :95        Converted tag_1 into signed: 12300
2025-01-07 22:40:13,352 [INFO] main           :69        Reading tag: tag_2
2025-01-07 22:40:13,365 [INFO] main           :86        Converting data for tag tag_2 - High Word: 16924, Low Word: 66
2025-01-07 22:40:13,366 [INFO] main           :88        Converted value for tag_2: 4342300
2025-01-07 22:40:13,367 [INFO] main           :95        Converted tag_2 into signed: 4342300
2025-01-07 22:40:13,368 [INFO] main           :69        Reading tag: tag_3
2025-01-07 22:40:13,381 [INFO] main           :86        Converting data for tag tag_3 - High Word: 12, Low Word: 0
2025-01-07 22:40:13,382 [INFO] main           :88        Converted value for tag_3: 12
2025-01-07 22:40:13,383 [INFO] main           :95        Converted tag_3 into signed: 12
2025-01-07 22:40:13,384 [INFO] main           :69        Reading tag: tag_4
2025-01-07 22:40:13,397 [INFO] main           :86        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 22:40:13,398 [INFO] main           :88        Converted value for tag_4: 131532758
2025-01-07 22:40:13,399 [INFO] main           :95        Converted tag_4 into signed: 131532758
2025-01-07 22:40:13,400 [INFO] main           :69        Reading tag: tag_5
2025-01-07 22:40:13,409 [INFO] main           :86        Converting data for tag tag_5 - High Word: 57127, Low Word: 33168
2025-01-07 22:40:13,410 [INFO] main           :88        Converted value for tag_5: 2173755175
2025-01-07 22:40:13,411 [INFO] main           :95        Converted tag_5 into signed: -2121212121
2025-01-07 22:40:13,413 [INFO] main           :100       Data after conversion: [['tag_1', 12300], ['tag_2', 4342300], ['tag_3', 12], ['tag_4', 131532758], ['tag_5', -2121212121]]
2025-01-07 22:40:13,689 [INFO] main           :196       No messages in the queue.
