2025-01-10 00:33:58,458 [INFO] logger         :39        Logger initialized successfully!
2025-01-10 00:33:59,126 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:33:59,127 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:33:59,129 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:33:59,148 [INFO] main           :102       Converting data for tag tag_1 - High Word: 330, Low Word: 0
2025-01-10 00:33:59,150 [INFO] main           :104       Converted value for tag_1: 330
2025-01-10 00:33:59,151 [INFO] main           :112       Converted tag_1 into signed: 330
2025-01-10 00:33:59,152 [INFO] main           :82        Reading tag: tag_2
2025-01-10 00:33:59,164 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1230, Low Word: 0
2025-01-10 00:33:59,165 [INFO] main           :104       Converted value for tag_2: 1230
2025-01-10 00:33:59,167 [INFO] main           :112       Converted tag_2 into signed: 1230
2025-01-10 00:33:59,168 [INFO] main           :82        Reading tag: tag_3
2025-01-10 00:33:59,185 [INFO] main           :102       Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:33:59,186 [INFO] main           :104       Converted value for tag_3: 12340
2025-01-10 00:33:59,188 [INFO] main           :112       Converted tag_3 into signed: 12340
2025-01-10 00:33:59,189 [INFO] main           :82        Reading tag: tag_4
2025-01-10 00:33:59,205 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:33:59,207 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 00:33:59,208 [INFO] main           :112       Converted tag_4 into signed: 10
2025-01-10 00:33:59,210 [INFO] main           :82        Reading tag: tag_5
2025-01-10 00:33:59,221 [INFO] main           :102       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:33:59,222 [INFO] main           :104       Converted value for tag_5: 1095585358
2025-01-10 00:33:59,223 [INFO] main           :112       Converted tag_5 into signed: 1095585358
2025-01-10 00:33:59,225 [INFO] main           :122       Data after conversion: [['tag_1', 330], ['tag_2', 1230], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:33:59,226 [INFO] main           :253       TAG 2 Value Moderate
2025-01-10 00:33:59,513 [INFO] main           :218       No messages in the queue.
2025-01-10 00:33:59,592 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:34:00,596 [INFO] main           :278       Time taken: 1.7370903491973877
2025-01-10 00:34:00,857 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:34:00,859 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:34:00,861 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:34:00,880 [INFO] main           :102       Converting data for tag tag_1 - High Word: 330, Low Word: 0
2025-01-10 00:34:00,881 [INFO] main           :104       Converted value for tag_1: 330
2025-01-10 00:34:00,882 [INFO] main           :112       Converted tag_1 into signed: 330
2025-01-10 00:34:00,884 [INFO] main           :82        Reading tag: tag_2
2025-01-10 00:34:00,896 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1230, Low Word: 0
2025-01-10 00:34:00,897 [INFO] main           :104       Converted value for tag_2: 1230
2025-01-10 00:34:00,898 [INFO] main           :112       Converted tag_2 into signed: 1230
2025-01-10 00:34:00,900 [INFO] main           :82        Reading tag: tag_3
2025-01-10 00:34:00,912 [INFO] main           :102       Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:34:00,913 [INFO] main           :104       Converted value for tag_3: 12340
2025-01-10 00:34:00,915 [INFO] main           :112       Converted tag_3 into signed: 12340
2025-01-10 00:34:00,916 [INFO] main           :82        Reading tag: tag_4
2025-01-10 00:34:00,928 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:34:00,929 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 00:34:00,930 [INFO] main           :112       Converted tag_4 into signed: 10
2025-01-10 00:34:00,932 [INFO] main           :82        Reading tag: tag_5
2025-01-10 00:34:00,944 [INFO] main           :102       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:34:00,945 [INFO] main           :104       Converted value for tag_5: 1095585358
2025-01-10 00:34:00,946 [INFO] main           :112       Converted tag_5 into signed: 1095585358
2025-01-10 00:34:00,948 [INFO] main           :122       Data after conversion: [['tag_1', 330], ['tag_2', 1230], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:34:00,949 [INFO] main           :253       TAG 2 Value Moderate
2025-01-10 00:34:01,237 [INFO] main           :218       No messages in the queue.
2025-01-10 00:34:01,308 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:34:02,311 [INFO] main           :278       Time taken: 1.7128469944000244
2025-01-10 00:34:02,553 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:34:02,554 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:34:02,555 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:34:02,572 [INFO] main           :102       Converting data for tag tag_1 - High Word: 330, Low Word: 0
2025-01-10 00:34:02,573 [INFO] main           :104       Converted value for tag_1: 330
2025-01-10 00:34:02,575 [INFO] main           :112       Converted tag_1 into signed: 330
2025-01-10 00:34:02,576 [INFO] main           :82        Reading tag: tag_2
2025-01-10 00:34:02,584 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1230, Low Word: 0
2025-01-10 00:34:02,585 [INFO] main           :104       Converted value for tag_2: 1230
2025-01-10 00:34:02,586 [INFO] main           :112       Converted tag_2 into signed: 1230
2025-01-10 00:34:02,588 [INFO] main           :82        Reading tag: tag_3
2025-01-10 00:34:02,600 [INFO] main           :102       Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:34:02,601 [INFO] main           :104       Converted value for tag_3: 12340
2025-01-10 00:34:02,603 [INFO] main           :112       Converted tag_3 into signed: 12340
2025-01-10 00:34:02,604 [INFO] main           :82        Reading tag: tag_4
2025-01-10 00:34:02,616 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:34:02,617 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 00:34:02,619 [INFO] main           :112       Converted tag_4 into signed: 10
2025-01-10 00:34:02,620 [INFO] main           :82        Reading tag: tag_5
2025-01-10 00:34:02,633 [INFO] main           :102       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:34:02,634 [INFO] main           :104       Converted value for tag_5: 1095585358
2025-01-10 00:34:02,636 [INFO] main           :112       Converted tag_5 into signed: 1095585358
2025-01-10 00:34:02,637 [INFO] main           :122       Data after conversion: [['tag_1', 330], ['tag_2', 1230], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:34:02,639 [INFO] main           :253       TAG 2 Value Moderate
2025-01-10 00:34:02,945 [INFO] main           :218       No messages in the queue.
2025-01-10 00:34:03,028 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:34:04,031 [INFO] main           :278       Time taken: 1.7176578044891357
2025-01-10 00:34:04,269 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:34:04,270 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:34:04,271 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:34:04,296 [INFO] main           :102       Converting data for tag tag_1 - High Word: 330, Low Word: 0
2025-01-10 00:34:04,297 [INFO] main           :104       Converted value for tag_1: 330
2025-01-10 00:34:04,298 [INFO] main           :112       Converted tag_1 into signed: 330
2025-01-10 00:34:04,300 [INFO] main           :82        Reading tag: tag_2
2025-01-10 00:34:04,308 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1230, Low Word: 0
2025-01-10 00:34:04,310 [INFO] main           :104       Converted value for tag_2: 1230
2025-01-10 00:34:04,311 [INFO] main           :112       Converted tag_2 into signed: 1230
2025-01-10 00:34:04,312 [INFO] main           :82        Reading tag: tag_3
2025-01-10 00:34:04,320 [INFO] main           :102       Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:34:04,321 [INFO] main           :104       Converted value for tag_3: 12340
2025-01-10 00:34:04,323 [INFO] main           :112       Converted tag_3 into signed: 12340
2025-01-10 00:34:04,324 [INFO] main           :82        Reading tag: tag_4
2025-01-10 00:34:04,333 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:34:04,335 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 00:34:04,337 [INFO] main           :112       Converted tag_4 into signed: 10
2025-01-10 00:34:04,338 [INFO] main           :82        Reading tag: tag_5
2025-01-10 00:34:04,345 [INFO] main           :102       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:34:04,347 [INFO] main           :104       Converted value for tag_5: 1095585358
2025-01-10 00:34:04,349 [INFO] main           :112       Converted tag_5 into signed: 1095585358
2025-01-10 00:34:04,351 [INFO] main           :122       Data after conversion: [['tag_1', 330], ['tag_2', 1230], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:34:04,353 [INFO] main           :253       TAG 2 Value Moderate
2025-01-10 00:34:04,641 [INFO] main           :218       No messages in the queue.
2025-01-10 00:34:04,716 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:34:05,719 [INFO] main           :278       Time taken: 1.6864655017852783
2025-01-10 00:34:05,981 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:34:05,982 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:34:05,985 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:34:06,012 [INFO] main           :102       Converting data for tag tag_1 - High Word: 330, Low Word: 0
2025-01-10 00:34:06,013 [INFO] main           :104       Converted value for tag_1: 330
2025-01-10 00:34:06,014 [INFO] main           :112       Converted tag_1 into signed: 330
2025-01-10 00:34:06,016 [INFO] main           :82        Reading tag: tag_2
