2025-01-07 22:36:53,790 [INFO] logger         :39        Logger initialized successfully!
2025-01-07 22:36:54,534 [INFO] main           :56        Modbus Device Connected
2025-01-07 22:36:54,535 [INFO] main           :64        Getting Tags Data...
2025-01-07 22:36:54,536 [INFO] main           :69        Reading tag: tag_1
2025-01-07 22:36:54,553 [INFO] main           :86        Converting data for tag tag_1 - High Word: 12310, Low Word: 0
2025-01-07 22:36:54,554 [INFO] main           :88        Converted value for tag_1: 12310
2025-01-07 22:36:54,555 [INFO] main           :95        Converted tag_1 into signed: 12310
2025-01-07 22:36:54,556 [INFO] main           :69        Reading tag: tag_2
2025-01-07 22:36:54,569 [INFO] main           :86        Converting data for tag tag_2 - High Word: 23, Low Word: 0
2025-01-07 22:36:54,570 [INFO] main           :88        Converted value for tag_2: 23
2025-01-07 22:36:54,571 [INFO] main           :95        Converted tag_2 into signed: 23
2025-01-07 22:36:54,572 [INFO] main           :69        Reading tag: tag_3
2025-01-07 22:36:54,585 [INFO] main           :86        Converting data for tag tag_3 - High Word: 12, Low Word: 0
2025-01-07 22:36:54,586 [INFO] main           :88        Converted value for tag_3: 12
2025-01-07 22:36:54,587 [INFO] main           :95        Converted tag_3 into signed: 12
2025-01-07 22:36:54,588 [INFO] main           :69        Reading tag: tag_4
2025-01-07 22:36:54,601 [INFO] main           :86        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 22:36:54,602 [INFO] main           :88        Converted value for tag_4: 131532758
2025-01-07 22:36:54,603 [INFO] main           :95        Converted tag_4 into signed: 131532758
2025-01-07 22:36:54,604 [INFO] main           :69        Reading tag: tag_5
2025-01-07 22:36:54,613 [INFO] main           :86        Converting data for tag tag_5 - High Word: 57127, Low Word: 33168
2025-01-07 22:36:54,614 [INFO] main           :88        Converted value for tag_5: 2173755175
2025-01-07 22:36:54,615 [INFO] main           :95        Converted tag_5 into signed: -2121212121
2025-01-07 22:36:54,617 [INFO] main           :100       Data after conversion: [['tag_1', 12310], ['tag_2', 23], ['tag_3', 12], ['tag_4', 131532758], ['tag_5', -2121212121]]
2025-01-07 22:36:54,905 [INFO] main           :195       No messages in the queue.
2025-01-07 22:36:54,993 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-07 22:36:57,260 [INFO] main           :56        Modbus Device Connected
2025-01-07 22:36:57,261 [INFO] main           :64        Getting Tags Data...
2025-01-07 22:36:57,263 [INFO] main           :69        Reading tag: tag_1
2025-01-07 22:36:57,285 [INFO] main           :86        Converting data for tag tag_1 - High Word: 12310, Low Word: 0
2025-01-07 22:36:57,287 [INFO] main           :88        Converted value for tag_1: 12310
2025-01-07 22:36:57,289 [INFO] main           :95        Converted tag_1 into signed: 12310
2025-01-07 22:36:57,291 [INFO] main           :69        Reading tag: tag_2
2025-01-07 22:36:57,310 [INFO] main           :86        Converting data for tag tag_2 - High Word: 23, Low Word: 0
2025-01-07 22:36:57,313 [INFO] main           :88        Converted value for tag_2: 23
2025-01-07 22:36:57,315 [INFO] main           :95        Converted tag_2 into signed: 23
2025-01-07 22:36:57,317 [INFO] main           :69        Reading tag: tag_3
2025-01-07 22:36:57,330 [INFO] main           :86        Converting data for tag tag_3 - High Word: 12, Low Word: 0
2025-01-07 22:36:57,332 [INFO] main           :88        Converted value for tag_3: 12
2025-01-07 22:36:57,334 [INFO] main           :95        Converted tag_3 into signed: 12
2025-01-07 22:36:57,335 [INFO] main           :69        Reading tag: tag_4
2025-01-07 22:36:57,342 [INFO] main           :86        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 22:36:57,344 [INFO] main           :88        Converted value for tag_4: 131532758
2025-01-07 22:36:57,346 [INFO] main           :95        Converted tag_4 into signed: 131532758
2025-01-07 22:36:57,348 [INFO] main           :69        Reading tag: tag_5
2025-01-07 22:36:57,354 [INFO] main           :86        Converting data for tag tag_5 - High Word: 57127, Low Word: 33168
2025-01-07 22:36:57,356 [INFO] main           :88        Converted value for tag_5: 2173755175
2025-01-07 22:36:57,358 [INFO] main           :95        Converted tag_5 into signed: -2121212121
