2025-01-07 20:46:00,621 [INFO] logger         :39        Logger initialized successfully!
2025-01-07 20:46:01,214 [INFO] main           :55        Modbus Device Connected
2025-01-07 20:46:01,215 [INFO] main           :63        Getting Tags Data...
2025-01-07 20:46:01,216 [INFO] main           :68        Reading tag: tag_1
2025-01-07 20:46:01,233 [INFO] main           :85        Converting data for tag tag_1 - High Word: 123, Low Word: 0
2025-01-07 20:46:01,234 [INFO] main           :87        Converted value for tag_1: 123
2025-01-07 20:46:01,235 [INFO] main           :94        Converted tag_1 into signed: 123
2025-01-07 20:46:01,236 [INFO] main           :68        Reading tag: tag_2
2025-01-07 20:46:01,249 [INFO] main           :85        Converting data for tag tag_2 - High Word: 65535, Low Word: 32767
2025-01-07 20:46:01,250 [INFO] main           :87        Converted value for tag_2: 2147483647
2025-01-07 20:46:01,251 [INFO] main           :94        Converted tag_2 into signed: 2147483647
2025-01-07 20:46:01,252 [INFO] main           :68        Reading tag: tag_3
2025-01-07 20:46:01,265 [INFO] main           :85        Converting data for tag tag_3 - High Word: 2004, Low Word: 2005
2025-01-07 20:46:01,266 [INFO] main           :87        Converted value for tag_3: 131401684
2025-01-07 20:46:01,267 [INFO] main           :94        Converted tag_3 into signed: 131401684
2025-01-07 20:46:01,268 [INFO] main           :68        Reading tag: tag_4
2025-01-07 20:46:01,281 [INFO] main           :85        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 20:46:01,282 [INFO] main           :87        Converted value for tag_4: 131532758
2025-01-07 20:46:01,283 [INFO] main           :94        Converted tag_4 into signed: 131532758
2025-01-07 20:46:01,284 [INFO] main           :68        Reading tag: tag_5
2025-01-07 20:46:01,293 [INFO] main           :85        Converting data for tag tag_5 - High Word: 900, Low Word: 0
2025-01-07 20:46:01,294 [INFO] main           :87        Converted value for tag_5: 900
2025-01-07 20:46:01,295 [INFO] main           :94        Converted tag_5 into signed: 900
2025-01-07 20:46:01,297 [INFO] main           :99        Data after conversion: [['tag_1', 123], ['tag_2', 2147483647], ['tag_3', 131401684], ['tag_4', 131532758], ['tag_5', 900]]
2025-01-07 20:46:01,570 [INFO] main           :135       Received message: ['tag_2', '123.1']
2025-01-07 20:46:01,571 [ERROR] main           :153       Error processing message: invalid literal for int() with base 10: '123.1'
2025-01-07 20:46:01,653 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-07 20:46:06,900 [INFO] main           :55        Modbus Device Connected
2025-01-07 20:46:06,902 [INFO] main           :63        Getting Tags Data...
2025-01-07 20:46:06,903 [INFO] main           :68        Reading tag: tag_1
2025-01-07 20:46:06,921 [INFO] main           :85        Converting data for tag tag_1 - High Word: 123, Low Word: 0
2025-01-07 20:46:06,923 [INFO] main           :87        Converted value for tag_1: 123
2025-01-07 20:46:06,925 [INFO] main           :94        Converted tag_1 into signed: 123
2025-01-07 20:46:06,927 [INFO] main           :68        Reading tag: tag_2
2025-01-07 20:46:06,934 [INFO] main           :85        Converting data for tag tag_2 - High Word: 65535, Low Word: 32767
2025-01-07 20:46:06,935 [INFO] main           :87        Converted value for tag_2: 2147483647
2025-01-07 20:46:06,937 [INFO] main           :94        Converted tag_2 into signed: 2147483647
2025-01-07 20:46:06,939 [INFO] main           :68        Reading tag: tag_3
2025-01-07 20:46:06,946 [INFO] main           :85        Converting data for tag tag_3 - High Word: 2004, Low Word: 2005
2025-01-07 20:46:06,947 [INFO] main           :87        Converted value for tag_3: 131401684
2025-01-07 20:46:06,949 [INFO] main           :94        Converted tag_3 into signed: 131401684
2025-01-07 20:46:06,951 [INFO] main           :68        Reading tag: tag_4
2025-01-07 20:46:06,957 [INFO] main           :85        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 20:46:06,959 [INFO] main           :87        Converted value for tag_4: 131532758
2025-01-07 20:46:06,961 [INFO] main           :94        Converted tag_4 into signed: 131532758
2025-01-07 20:46:06,963 [INFO] main           :68        Reading tag: tag_5
2025-01-07 20:46:06,969 [INFO] main           :85        Converting data for tag tag_5 - High Word: 900, Low Word: 0
2025-01-07 20:46:06,971 [INFO] main           :87        Converted value for tag_5: 900
2025-01-07 20:46:06,973 [INFO] main           :94        Converted tag_5 into signed: 900
2025-01-07 20:46:06,975 [INFO] main           :99        Data after conversion: [['tag_1', 123], ['tag_2', 2147483647], ['tag_3', 131401684], ['tag_4', 131532758], ['tag_5', 900]]
2025-01-07 20:46:07,281 [INFO] main           :135       Received message: ['tag_2', '123.1']
2025-01-07 20:46:07,283 [ERROR] main           :153       Error processing message: invalid literal for int() with base 10: '123.1'
2025-01-07 20:46:07,377 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-07 20:46:12,626 [INFO] main           :55        Modbus Device Connected
2025-01-07 20:46:12,627 [INFO] main           :63        Getting Tags Data...
2025-01-07 20:46:12,628 [INFO] main           :68        Reading tag: tag_1
2025-01-07 20:46:12,657 [INFO] main           :85        Converting data for tag tag_1 - High Word: 123, Low Word: 0
2025-01-07 20:46:12,658 [INFO] main           :87        Converted value for tag_1: 123
2025-01-07 20:46:12,659 [INFO] main           :94        Converted tag_1 into signed: 123
2025-01-07 20:46:12,660 [INFO] main           :68        Reading tag: tag_2
2025-01-07 20:46:12,673 [INFO] main           :85        Converting data for tag tag_2 - High Word: 65535, Low Word: 32767
2025-01-07 20:46:12,674 [INFO] main           :87        Converted value for tag_2: 2147483647
2025-01-07 20:46:12,675 [INFO] main           :94        Converted tag_2 into signed: 2147483647
2025-01-07 20:46:12,676 [INFO] main           :68        Reading tag: tag_3
2025-01-07 20:46:12,689 [INFO] main           :85        Converting data for tag tag_3 - High Word: 2004, Low Word: 2005
2025-01-07 20:46:12,690 [INFO] main           :87        Converted value for tag_3: 131401684
2025-01-07 20:46:12,692 [INFO] main           :94        Converted tag_3 into signed: 131401684
2025-01-07 20:46:12,693 [INFO] main           :68        Reading tag: tag_4
2025-01-07 20:46:12,705 [INFO] main           :85        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 20:46:12,706 [INFO] main           :87        Converted value for tag_4: 131532758
2025-01-07 20:46:12,708 [INFO] main           :94        Converted tag_4 into signed: 131532758
2025-01-07 20:46:12,709 [INFO] main           :68        Reading tag: tag_5
