2025-01-12 21:04:47,540 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 21:04:48,755 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:48,757 [INFO] main           :59        Modbus Device Connected
2025-01-12 21:04:48,758 [INFO] main           :70        Getting Tags Data...
2025-01-12 21:04:48,759 [INFO] main           :77        Reading tag: tag_1
2025-01-12 21:04:48,787 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 21:04:48,788 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 21:04:48,789 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 21:04:48,790 [INFO] main           :77        Reading tag: tag_2
2025-01-12 21:04:48,802 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 21:04:48,803 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 21:04:48,804 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 21:04:48,806 [INFO] main           :77        Reading tag: tag_3
2025-01-12 21:04:48,818 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:04:48,819 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 21:04:48,820 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 21:04:48,822 [INFO] main           :77        Reading tag: tag_4
2025-01-12 21:04:48,834 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:04:48,836 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 21:04:48,837 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 21:04:48,839 [INFO] main           :77        Reading tag: tag_5
2025-01-12 21:04:48,851 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:04:48,852 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 21:04:48,853 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 21:04:48,854 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 21:04:48,856 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:04:48,874 [CRITICAL] main           :251       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:04:48,876 [CRITICAL] main           :252       tag_2 VALUE: 12900
2025-01-12 21:04:49,163 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:49,255 [INFO] main           :163       No messages in the queue.
2025-01-12 21:04:49,417 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:04:49,418 [INFO] main           :297       Total time: 0.8890044689178467
2025-01-12 21:04:50,644 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:50,649 [INFO] main           :59        Modbus Device Connected
2025-01-12 21:04:50,652 [INFO] main           :70        Getting Tags Data...
2025-01-12 21:04:50,654 [INFO] main           :77        Reading tag: tag_1
2025-01-12 21:04:50,671 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 21:04:50,674 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 21:04:50,676 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 21:04:50,677 [INFO] main           :77        Reading tag: tag_2
2025-01-12 21:04:50,683 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 21:04:50,685 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 21:04:50,687 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 21:04:50,689 [INFO] main           :77        Reading tag: tag_3
2025-01-12 21:04:50,699 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:04:50,700 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 21:04:50,702 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 21:04:50,703 [INFO] main           :77        Reading tag: tag_4
2025-01-12 21:04:50,718 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:04:50,719 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 21:04:50,720 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 21:04:50,722 [INFO] main           :77        Reading tag: tag_5
2025-01-12 21:04:50,734 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:04:50,735 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 21:04:50,738 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 21:04:50,740 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 21:04:50,742 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:04:50,759 [CRITICAL] main           :251       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:04:50,762 [CRITICAL] main           :252       tag_2 VALUE: 12900
2025-01-12 21:04:50,967 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:51,038 [INFO] main           :163       No messages in the queue.
2025-01-12 21:04:51,148 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:04:51,150 [INFO] main           :297       Total time: 0.7284460067749023
2025-01-12 21:04:52,118 [INFO] smtp_email     :38        Connected to SMTP!
2025-01-12 21:04:52,120 [INFO] main           :265       previous value: 0.0
2025-01-12 21:04:52,121 [INFO] main           :266       Notification Sent
2025-01-12 21:04:52,123 [INFO] main           :274       Previous Value: 12900.0
2025-01-12 21:04:52,124 [INFO] main           :275       Notification Not Sent.
2025-01-12 21:04:52,366 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:52,368 [INFO] main           :59        Modbus Device Connected
2025-01-12 21:04:52,370 [INFO] main           :70        Getting Tags Data...
2025-01-12 21:04:52,371 [INFO] main           :77        Reading tag: tag_1
2025-01-12 21:04:52,398 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 21:04:52,399 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 21:04:52,401 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 21:04:52,402 [INFO] main           :77        Reading tag: tag_2
2025-01-12 21:04:52,418 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 21:04:52,419 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 21:04:52,420 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 21:04:52,422 [INFO] main           :77        Reading tag: tag_3
2025-01-12 21:04:52,450 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:04:52,451 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 21:04:52,453 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 21:04:52,454 [INFO] main           :77        Reading tag: tag_4
2025-01-12 21:04:52,486 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:04:52,487 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 21:04:52,488 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 21:04:52,490 [INFO] main           :77        Reading tag: tag_5
2025-01-12 21:04:52,518 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:04:52,519 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 21:04:52,521 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 21:04:52,522 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 21:04:52,523 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:04:52,540 [CRITICAL] main           :251       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:04:52,542 [CRITICAL] main           :252       tag_2 VALUE: 12900
2025-01-12 21:04:52,544 [INFO] main           :274       Previous Value: 12900.0
2025-01-12 21:04:52,546 [INFO] main           :275       Notification Not Sent.
2025-01-12 21:04:52,740 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:52,848 [INFO] main           :163       No messages in the queue.
2025-01-12 21:04:53,003 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:04:53,005 [INFO] main           :297       Total time: 0.8526120185852051
2025-01-12 21:04:54,218 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:54,220 [INFO] main           :59        Modbus Device Connected
2025-01-12 21:04:54,222 [INFO] main           :70        Getting Tags Data...
2025-01-12 21:04:54,223 [INFO] main           :77        Reading tag: tag_1
2025-01-12 21:04:54,242 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 21:04:54,244 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 21:04:54,246 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 21:04:54,247 [INFO] main           :77        Reading tag: tag_2
2025-01-12 21:04:54,258 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 21:04:54,259 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 21:04:54,260 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 21:04:54,262 [INFO] main           :77        Reading tag: tag_3
2025-01-12 21:04:54,270 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:04:54,271 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 21:04:54,273 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 21:04:54,274 [INFO] main           :77        Reading tag: tag_4
2025-01-12 21:04:54,282 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:04:54,283 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 21:04:54,284 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 21:04:54,286 [INFO] main           :77        Reading tag: tag_5
2025-01-12 21:04:54,294 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:04:54,295 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 21:04:54,297 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 21:04:54,298 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 21:04:54,300 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:04:54,317 [CRITICAL] main           :251       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:04:54,319 [CRITICAL] main           :252       tag_2 VALUE: 12900
2025-01-12 21:04:54,321 [INFO] main           :274       Previous Value: 12900.0
2025-01-12 21:04:54,323 [INFO] main           :275       Notification Not Sent.
2025-01-12 21:04:54,539 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:54,614 [INFO] main           :163       No messages in the queue.
2025-01-12 21:04:54,740 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:04:54,742 [INFO] main           :297       Total time: 0.7334878444671631
2025-01-12 21:04:55,956 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:04:55,959 [INFO] main           :59        Modbus Device Connected
2025-01-12 21:04:55,961 [INFO] main           :70        Getting Tags Data...
2025-01-12 21:04:55,963 [INFO] main           :77        Reading tag: tag_1
2025-01-12 21:04:55,983 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
