2025-01-13 00:12:32,504 [INFO] logger         :39        Logger initialized successfully!
2025-01-13 00:12:33,846 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-13 00:12:33,849 [INFO] main           :61        Modbus Device Connected
2025-01-13 00:12:33,850 [INFO] main           :72        Getting Tags Data...
2025-01-13 00:12:33,851 [INFO] main           :79        Reading tag: tag_1
2025-01-13 00:12:33,866 [INFO] main           :99        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-13 00:12:33,867 [INFO] main           :101       Converted value for tag_1: 7700
2025-01-13 00:12:33,868 [INFO] main           :109       Converted tag_1 into signed: 7700
2025-01-13 00:12:33,870 [INFO] main           :79        Reading tag: tag_2
2025-01-13 00:12:33,882 [INFO] main           :99        Converting data for tag tag_2 - High Word: 5700, Low Word: 0
2025-01-13 00:12:33,883 [INFO] main           :101       Converted value for tag_2: 5700
2025-01-13 00:12:33,884 [INFO] main           :109       Converted tag_2 into signed: 5700
2025-01-13 00:12:33,885 [INFO] main           :79        Reading tag: tag_3
2025-01-13 00:12:33,894 [INFO] main           :99        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-13 00:12:33,895 [INFO] main           :101       Converted value for tag_3: 20
2025-01-13 00:12:33,896 [INFO] main           :109       Converted tag_3 into signed: 20
2025-01-13 00:12:33,898 [INFO] main           :79        Reading tag: tag_4
2025-01-13 00:12:33,906 [INFO] main           :99        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-13 00:12:33,907 [INFO] main           :101       Converted value for tag_4: 10
2025-01-13 00:12:33,908 [INFO] main           :109       Converted tag_4 into signed: 10
2025-01-13 00:12:33,910 [INFO] main           :79        Reading tag: tag_5
2025-01-13 00:12:33,914 [INFO] main           :99        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-13 00:12:33,915 [INFO] main           :101       Converted value for tag_5: 1650549345
2025-01-13 00:12:33,917 [INFO] main           :109       Converted tag_5 into signed: 1650549345
2025-01-13 00:12:33,919 [INFO] main           :175       ASCII of tag_5: abab
2025-01-13 00:12:33,920 [INFO] main           :119       Data after conversion: [['tag_1', 7700], ['tag_2', 5700], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-13 00:12:33,939 [CRITICAL] main           :258       tag_2 VALUE EXCEEDED 1500!
2025-01-13 00:12:33,941 [CRITICAL] main           :259       tag_2 VALUE: 5700
2025-01-13 00:12:34,163 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-13 00:12:34,251 [INFO] main           :165       No messages in the queue.
2025-01-13 00:12:34,371 [INFO] rabbit_mq      :33        Failed to publish message: name 'EXCHANGE_NAME' is not defined
2025-01-13 00:12:34,372 [INFO] main           :304       Total time: 0.8062863349914551
