2025-01-12 13:15:11,711 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 13:15:13,086 [INFO] main           :67        Modbus Device Connected
2025-01-12 13:15:13,088 [INFO] main           :78        Getting Tags Data...
2025-01-12 13:15:13,089 [INFO] main           :84        Reading tag: tag_1
2025-01-12 13:15:13,110 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 13:15:13,111 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-12 13:15:13,113 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-12 13:15:13,115 [INFO] main           :84        Reading tag: tag_2
2025-01-12 13:15:13,125 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 13:15:13,127 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-12 13:15:13,128 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-12 13:15:13,130 [INFO] main           :84        Reading tag: tag_3
2025-01-12 13:15:13,145 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 13:15:13,147 [INFO] main           :106       Converted value for tag_3: 20
2025-01-12 13:15:13,149 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-12 13:15:13,150 [INFO] main           :84        Reading tag: tag_4
2025-01-12 13:15:13,161 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 13:15:13,162 [INFO] main           :106       Converted value for tag_4: 10
2025-01-12 13:15:13,164 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-12 13:15:13,166 [INFO] main           :84        Reading tag: tag_5
2025-01-12 13:15:13,177 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 13:15:13,178 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-12 13:15:13,180 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-12 13:15:13,181 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 13:15:13,183 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-12 13:15:13,184 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-12 13:15:13,186 [INFO] smtp_email     :15        Connecting to SMTP
2025-01-12 13:15:13,187 [INFO] smtp_email     :19        Connected to SMTP!
2025-01-12 13:15:16,598 [INFO] main           :271       previous value: 0
2025-01-12 13:15:16,601 [INFO] main           :272       Notification Sent
