2025-01-11 21:28:14,328 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 21:28:15,511 [INFO] main           :67        Modbus Device Connected
2025-01-11 21:28:15,512 [INFO] main           :78        Getting Tags Data...
2025-01-11 21:28:15,513 [INFO] main           :84        Reading tag: tag_1
2025-01-11 21:28:15,541 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 21:28:15,542 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 21:28:15,544 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 21:28:15,545 [INFO] main           :84        Reading tag: tag_2
2025-01-11 21:28:15,557 [INFO] main           :104       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-11 21:28:15,558 [INFO] main           :106       Converted value for tag_2: 1120
2025-01-11 21:28:15,560 [INFO] main           :114       Converted tag_2 into signed: 1120
2025-01-11 21:28:15,561 [INFO] main           :84        Reading tag: tag_3
2025-01-11 21:28:15,593 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 21:28:15,595 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 21:28:15,596 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 21:28:15,597 [INFO] main           :84        Reading tag: tag_4
2025-01-11 21:28:15,610 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 21:28:15,611 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 21:28:15,612 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 21:28:15,613 [INFO] main           :84        Reading tag: tag_5
2025-01-11 21:28:15,641 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 21:28:15,642 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 21:28:15,643 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 21:28:15,645 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
