2025-01-11 21:28:35,186 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 21:28:36,655 [INFO] main           :67        Modbus Device Connected
2025-01-11 21:28:36,657 [INFO] main           :78        Getting Tags Data...
2025-01-11 21:28:36,658 [INFO] main           :84        Reading tag: tag_1
2025-01-11 21:28:36,678 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 21:28:36,679 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 21:28:36,681 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 21:28:36,682 [INFO] main           :84        Reading tag: tag_2
2025-01-11 21:28:36,714 [INFO] main           :104       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-11 21:28:36,715 [INFO] main           :106       Converted value for tag_2: 1120
2025-01-11 21:28:36,716 [INFO] main           :114       Converted tag_2 into signed: 1120
2025-01-11 21:28:36,718 [INFO] main           :84        Reading tag: tag_3
2025-01-11 21:28:36,730 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 21:28:36,731 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 21:28:36,734 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 21:28:36,735 [INFO] main           :84        Reading tag: tag_4
2025-01-11 21:28:36,749 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 21:28:36,751 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 21:28:36,752 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 21:28:36,754 [INFO] main           :84        Reading tag: tag_5
2025-01-11 21:28:36,806 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 21:28:36,807 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 21:28:36,808 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 21:28:36,810 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
