2025-01-10 08:51:05,961 [INFO] logger         :39        Logger initialized successfully!
2025-01-10 08:51:06,623 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:51:06,624 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:51:06,625 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:51:06,645 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:51:06,646 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:51:06,647 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:51:06,648 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:51:06,661 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:51:06,662 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:51:06,663 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:51:06,664 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:51:06,677 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:51:06,678 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:51:06,679 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:51:06,680 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:51:06,693 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:51:06,694 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:51:06,695 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 08:51:06,696 [INFO] main           :81        Reading tag: tag_5
2025-01-10 08:51:06,710 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 08:51:06,711 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 08:51:06,712 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 08:51:06,713 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 08:51:06,714 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 08:51:07,202 [INFO] main           :219       No messages in the queue.
2025-01-10 08:51:07,274 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 08:51:08,277 [INFO] main           :293       Time taken: 1.9371819496154785
2025-01-10 08:51:08,531 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:51:08,532 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:51:08,533 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:51:08,545 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:51:08,546 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:51:08,547 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:51:08,548 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:51:08,561 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:51:08,562 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:51:08,563 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:51:08,564 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:51:08,577 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:51:08,578 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:51:08,579 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:51:08,580 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:51:08,597 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:51:08,598 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:51:08,599 [INFO] main           :113       Converted tag_4 into signed: 10
