2025-01-12 20:59:25,109 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 20:59:26,295 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:26,297 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:59:26,298 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:59:26,299 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:59:26,375 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:59:26,376 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:59:26,378 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:59:26,379 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:59:26,390 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:59:26,392 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:59:26,393 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:59:26,394 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:59:26,402 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:59:26,403 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:59:26,405 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:59:26,406 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:59:26,422 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:59:26,423 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:59:26,424 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:59:26,426 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:59:26,434 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:59:26,435 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:59:26,436 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:59:26,438 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:59:26,439 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:59:26,457 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:59:26,459 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:59:26,691 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:26,762 [INFO] main           :163       No messages in the queue.
2025-01-12 20:59:26,897 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:59:26,898 [INFO] main           :294       Total time: 0.8350801467895508
2025-01-12 20:59:28,154 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:28,157 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:59:28,159 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:59:28,160 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:59:28,174 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:59:28,175 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:59:28,177 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:59:28,178 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:59:28,190 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:59:28,191 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:59:28,192 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:59:28,194 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:59:28,210 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:59:28,211 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:59:28,212 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:59:28,214 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:59:28,230 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:59:28,231 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:59:28,233 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:59:28,234 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:59:28,246 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:59:28,247 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:59:28,248 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:59:28,250 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:59:28,251 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:59:28,268 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:59:28,271 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:59:28,471 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:28,550 [INFO] main           :163       No messages in the queue.
2025-01-12 20:59:28,700 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:59:28,702 [INFO] main           :294       Total time: 0.801044225692749
2025-01-12 20:59:29,904 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:29,908 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:59:29,910 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:59:29,912 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:59:29,923 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:59:29,925 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:59:29,927 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:59:29,929 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:59:29,939 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:59:29,942 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:59:29,944 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:59:29,946 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:59:29,963 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:59:29,967 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:59:29,969 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:59:29,971 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:59:29,979 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:59:29,981 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:59:29,984 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:59:29,988 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:59:30,004 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:59:30,006 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:59:30,008 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:59:30,010 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:59:30,013 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:59:30,019 [INFO] smtp_email     :38        Connected to SMTP!
2025-01-12 20:59:30,024 [INFO] main           :262       previous value: 0.0
2025-01-12 20:59:30,027 [INFO] main           :263       Notification Sent
2025-01-12 20:59:30,043 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:59:30,047 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:59:30,053 [INFO] main           :271       Previous Value: 12900.0
2025-01-12 20:59:30,056 [INFO] main           :272       Notification Not Sent.
2025-01-12 20:59:30,247 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:30,330 [INFO] main           :163       No messages in the queue.
2025-01-12 20:59:30,452 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:59:30,454 [INFO] main           :294       Total time: 0.749021053314209
2025-01-12 20:59:31,590 [INFO] smtp_email     :38        Connected to SMTP!
2025-01-12 20:59:31,592 [INFO] main           :262       previous value: 12900.0
2025-01-12 20:59:31,593 [INFO] main           :263       Notification Sent
2025-01-12 20:59:31,679 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:31,681 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:59:31,682 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:59:31,684 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:59:31,702 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:59:31,703 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:59:31,705 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:59:31,706 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:59:31,718 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:59:31,719 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:59:31,720 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:59:31,722 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:59:31,730 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:59:31,731 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:59:31,732 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:59:31,734 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:59:31,770 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:59:31,771 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:59:31,772 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:59:31,774 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:59:31,818 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:59:31,819 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:59:31,820 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:59:31,822 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:59:31,823 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:59:31,840 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:59:31,842 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:59:31,844 [INFO] main           :271       Previous Value: 12900.0
2025-01-12 20:59:31,845 [INFO] main           :272       Notification Not Sent.
2025-01-12 20:59:32,168 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:32,280 [INFO] main           :163       No messages in the queue.
2025-01-12 20:59:32,507 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:59:32,510 [INFO] main           :294       Total time: 1.0541491508483887
2025-01-12 20:59:33,742 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:33,745 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:59:33,746 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:59:33,747 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:59:33,778 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:59:33,779 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:59:33,780 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:59:33,782 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:59:33,810 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:59:33,811 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:59:33,812 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:59:33,814 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:59:33,842 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:59:33,843 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:59:33,844 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:59:33,846 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:59:33,850 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:59:33,852 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:59:33,854 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:59:33,855 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:59:33,866 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:59:33,867 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:59:33,868 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:59:33,870 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:59:33,871 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:59:33,888 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:59:33,890 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:59:33,892 [INFO] main           :271       Previous Value: 12900.0
2025-01-12 20:59:33,893 [INFO] main           :272       Notification Not Sent.
2025-01-12 20:59:34,119 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:34,202 [INFO] main           :163       No messages in the queue.
2025-01-12 20:59:34,328 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:59:34,330 [INFO] main           :294       Total time: 0.8150131702423096
2025-01-12 20:59:35,587 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:35,589 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:59:35,590 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:59:35,591 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:59:35,618 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:59:35,619 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:59:35,620 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:59:35,622 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:59:35,634 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:59:35,635 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:59:35,636 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:59:35,638 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:59:35,650 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:59:35,651 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:59:35,652 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:59:35,654 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:59:35,666 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:59:35,667 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:59:35,669 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:59:35,670 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:59:35,682 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:59:35,683 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:59:35,684 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:59:35,685 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:59:35,687 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:59:35,703 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:59:35,706 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:59:35,708 [INFO] main           :271       Previous Value: 12900.0
2025-01-12 20:59:35,710 [INFO] main           :272       Notification Not Sent.
2025-01-12 20:59:35,918 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:36,010 [INFO] main           :163       No messages in the queue.
2025-01-12 20:59:36,136 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:59:36,138 [INFO] main           :294       Total time: 0.8045768737792969
2025-01-12 20:59:37,480 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:59:37,483 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:59:37,485 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:59:37,487 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:59:37,599 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:59:37,601 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:59:37,603 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:59:37,605 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:59:37,655 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:59:37,657 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:59:37,659 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:59:37,661 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:59:37,667 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:59:37,669 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:59:37,671 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:59:37,673 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:59:37,679 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:59:37,681 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:59:37,683 [INFO] main           :107       Converted tag_4 into signed: 10
