2025-01-08 00:57:48,394 [INFO] logger         :39        Logger initialized successfully!
2025-01-08 00:57:49,146 [INFO] main           :56        Modbus Device Connected
2025-01-08 00:57:49,147 [INFO] main           :64        Getting Tags Data...
2025-01-08 00:57:49,148 [INFO] main           :69        Reading tag: tag_1
2025-01-08 00:57:49,249 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 00:57:49,250 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 00:57:49,251 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 00:57:49,252 [INFO] main           :69        Reading tag: tag_2
2025-01-08 00:57:49,345 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 00:57:49,346 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 00:57:49,347 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 00:57:49,349 [INFO] main           :69        Reading tag: tag_3
2025-01-08 00:57:49,361 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 00:57:49,362 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 00:57:49,364 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 00:57:49,365 [INFO] main           :69        Reading tag: tag_4
2025-01-08 00:57:49,377 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 00:57:49,378 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 00:57:49,379 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 00:57:49,380 [INFO] main           :69        Reading tag: tag_5
2025-01-08 00:57:49,473 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16714, Low Word: 22099
2025-01-08 00:57:49,474 [INFO] main           :92        Converted value for tag_5: 1448296778
2025-01-08 00:57:49,475 [INFO] main           :99        Converted tag_5 into signed: 1448296778
2025-01-08 00:57:49,476 [INFO] main           :111       Data after conversion: [['tag_1', 212310], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'JASV']]
2025-01-08 00:57:50,113 [INFO] main           :193       No messages in the queue.
2025-01-08 00:57:50,253 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-08 00:57:52,926 [INFO] main           :56        Modbus Device Connected
2025-01-08 00:57:52,927 [INFO] main           :64        Getting Tags Data...
2025-01-08 00:57:52,930 [INFO] main           :69        Reading tag: tag_1
2025-01-08 00:57:53,013 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 00:57:53,014 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 00:57:53,015 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 00:57:53,016 [INFO] main           :69        Reading tag: tag_2
2025-01-08 00:57:53,093 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 00:57:53,094 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 00:57:53,095 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 00:57:53,097 [INFO] main           :69        Reading tag: tag_3
2025-01-08 00:57:53,141 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 00:57:53,142 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 00:57:53,144 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 00:57:53,145 [INFO] main           :69        Reading tag: tag_4
2025-01-08 00:57:53,205 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 00:57:53,206 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 00:57:53,207 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 00:57:53,209 [INFO] main           :69        Reading tag: tag_5
2025-01-08 00:57:53,253 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16714, Low Word: 22099
2025-01-08 00:57:53,254 [INFO] main           :92        Converted value for tag_5: 1448296778
2025-01-08 00:57:53,256 [INFO] main           :99        Converted tag_5 into signed: 1448296778
2025-01-08 00:57:53,257 [INFO] main           :111       Data after conversion: [['tag_1', 212310], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'JASV']]
2025-01-08 00:57:53,553 [INFO] main           :193       No messages in the queue.
2025-01-08 00:57:53,634 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-08 00:57:55,882 [INFO] main           :56        Modbus Device Connected
2025-01-08 00:57:55,883 [INFO] main           :64        Getting Tags Data...
2025-01-08 00:57:55,884 [INFO] main           :69        Reading tag: tag_1
2025-01-08 00:57:55,897 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 00:57:55,898 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 00:57:55,899 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 00:57:55,900 [INFO] main           :69        Reading tag: tag_2
2025-01-08 00:57:55,913 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 00:57:55,914 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 00:57:55,915 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 00:57:55,916 [INFO] main           :69        Reading tag: tag_3
2025-01-08 00:57:55,925 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 00:57:55,926 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 00:57:55,927 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 00:57:55,928 [INFO] main           :69        Reading tag: tag_4
2025-01-08 00:57:55,937 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 00:57:55,939 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 00:57:55,941 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 00:57:55,943 [INFO] main           :69        Reading tag: tag_5
2025-01-08 00:57:55,950 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16714, Low Word: 22099
2025-01-08 00:57:55,952 [INFO] main           :92        Converted value for tag_5: 1448296778
2025-01-08 00:57:55,954 [INFO] main           :99        Converted tag_5 into signed: 1448296778
2025-01-08 00:57:55,956 [INFO] main           :111       Data after conversion: [['tag_1', 212310], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'JASV']]
2025-01-08 00:57:56,249 [INFO] main           :193       No messages in the queue.
2025-01-08 00:57:56,326 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-08 00:57:58,586 [INFO] main           :56        Modbus Device Connected
2025-01-08 00:57:58,587 [INFO] main           :64        Getting Tags Data...
2025-01-08 00:57:58,591 [INFO] main           :69        Reading tag: tag_1
2025-01-08 00:57:58,613 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 00:57:58,614 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 00:57:58,615 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 00:57:58,616 [INFO] main           :69        Reading tag: tag_2
2025-01-08 00:57:58,629 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 00:57:58,630 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 00:57:58,631 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 00:57:58,632 [INFO] main           :69        Reading tag: tag_3
2025-01-08 00:57:58,641 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 00:57:58,643 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 00:57:58,644 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 00:57:58,646 [INFO] main           :69        Reading tag: tag_4
2025-01-08 00:57:58,657 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 00:57:58,658 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 00:57:58,660 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 00:57:58,662 [INFO] main           :69        Reading tag: tag_5
2025-01-08 00:57:58,673 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16714, Low Word: 22099
2025-01-08 00:57:58,674 [INFO] main           :92        Converted value for tag_5: 1448296778
2025-01-08 00:57:58,676 [INFO] main           :99        Converted tag_5 into signed: 1448296778
2025-01-08 00:57:58,678 [INFO] main           :111       Data after conversion: [['tag_1', 212310], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'JASV']]
2025-01-08 00:57:58,969 [INFO] main           :193       No messages in the queue.
2025-01-08 00:57:59,061 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-08 00:58:01,495 [INFO] main           :56        Modbus Device Connected
2025-01-08 00:58:01,497 [INFO] main           :64        Getting Tags Data...
2025-01-08 00:58:01,499 [INFO] main           :69        Reading tag: tag_1
2025-01-08 00:58:01,510 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 00:58:01,511 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 00:58:01,513 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 00:58:01,515 [INFO] main           :69        Reading tag: tag_2
2025-01-08 00:58:01,522 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 00:58:01,523 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 00:58:01,525 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 00:58:01,527 [INFO] main           :69        Reading tag: tag_3
2025-01-08 00:58:01,534 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 00:58:01,536 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 00:58:01,538 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 00:58:01,539 [INFO] main           :69        Reading tag: tag_4
2025-01-08 00:58:01,545 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 00:58:01,547 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 00:58:01,549 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 00:58:01,551 [INFO] main           :69        Reading tag: tag_5
2025-01-08 00:58:01,577 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16714, Low Word: 22099
2025-01-08 00:58:01,578 [INFO] main           :92        Converted value for tag_5: 1448296778
2025-01-08 00:58:01,579 [INFO] main           :99        Converted tag_5 into signed: 1448296778
2025-01-08 00:58:01,580 [INFO] main           :111       Data after conversion: [['tag_1', 212310], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'JASV']]
2025-01-08 00:58:01,853 [INFO] main           :193       No messages in the queue.
2025-01-08 00:58:01,953 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-08 00:58:04,242 [INFO] main           :56        Modbus Device Connected
2025-01-08 00:58:04,243 [INFO] main           :64        Getting Tags Data...
2025-01-08 00:58:04,245 [INFO] main           :69        Reading tag: tag_1
2025-01-08 00:58:04,261 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 00:58:04,262 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 00:58:04,263 [INFO] main           :99        Converted tag_1 into signed: 212310
