2025-01-12 19:10:37,647 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 19:10:38,963 [INFO] rabbit_mq      :20        Connected to RabbitMQ
2025-01-12 19:10:38,969 [INFO] main           :68        Modbus Device Connected
2025-01-12 19:10:38,973 [INFO] main           :79        Getting Tags Data...
2025-01-12 19:10:38,975 [INFO] main           :85        Reading tag: tag_1
2025-01-12 19:10:38,998 [INFO] main           :105       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 19:10:38,999 [INFO] main           :107       Converted value for tag_1: 1230
2025-01-12 19:10:39,001 [INFO] main           :115       Converted tag_1 into signed: 1230
2025-01-12 19:10:39,002 [INFO] main           :85        Reading tag: tag_2
2025-01-12 19:10:39,015 [INFO] main           :105       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 19:10:39,016 [INFO] main           :107       Converted value for tag_2: 12900
2025-01-12 19:10:39,018 [INFO] main           :115       Converted tag_2 into signed: 12900
2025-01-12 19:10:39,019 [INFO] main           :85        Reading tag: tag_3
2025-01-12 19:10:39,030 [INFO] main           :105       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 19:10:39,032 [INFO] main           :107       Converted value for tag_3: 20
2025-01-12 19:10:39,034 [INFO] main           :115       Converted tag_3 into signed: 20
2025-01-12 19:10:39,035 [INFO] main           :85        Reading tag: tag_4
2025-01-12 19:10:39,046 [INFO] main           :105       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 19:10:39,048 [INFO] main           :107       Converted value for tag_4: 10
2025-01-12 19:10:39,049 [INFO] main           :115       Converted tag_4 into signed: 10
2025-01-12 19:10:39,051 [INFO] main           :85        Reading tag: tag_5
2025-01-12 19:10:39,070 [INFO] main           :105       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 19:10:39,071 [INFO] main           :107       Converted value for tag_5: 1650549345
2025-01-12 19:10:39,073 [INFO] main           :115       Converted tag_5 into signed: 1650549345
2025-01-12 19:10:39,075 [INFO] main           :125       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 19:10:39,077 [CRITICAL] main           :262       tag_2 VALUE EXCEEDED 1500!
2025-01-12 19:10:39,079 [CRITICAL] main           :263       tag_2 VALUE: 12900
2025-01-12 19:10:39,080 [INFO] smtp_email     :15        Connecting to SMTP
2025-01-12 19:10:39,082 [INFO] smtp_email     :19        Connected to SMTP!
2025-01-12 19:10:42,391 [INFO] main           :274       previous value: 0
2025-01-12 19:10:42,393 [INFO] main           :275       Notification Sent
