2025-01-10 06:18:00,704 [INFO] logger         :39        Logger initialized successfully!
2025-01-10 06:18:01,646 [INFO] main           :64        Modbus Device Connected
2025-01-10 06:18:01,649 [INFO] main           :75        Getting Tags Data...
2025-01-10 06:18:01,652 [INFO] main           :81        Reading tag: tag_1
2025-01-10 06:18:01,700 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 06:18:01,701 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 06:18:01,702 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 06:18:01,704 [INFO] main           :81        Reading tag: tag_2
2025-01-10 06:18:01,716 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 06:18:01,717 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 06:18:01,718 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 06:18:01,720 [INFO] main           :81        Reading tag: tag_3
2025-01-10 06:18:01,732 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 06:18:01,733 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 06:18:01,735 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 06:18:01,736 [INFO] main           :81        Reading tag: tag_4
2025-01-10 06:18:01,748 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 06:18:01,755 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 06:18:01,758 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 06:18:01,760 [INFO] main           :81        Reading tag: tag_5
2025-01-10 06:18:01,780 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 06:18:01,781 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 06:18:01,783 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 06:18:01,785 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 06:18:01,786 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 06:18:02,101 [INFO] main           :219       No messages in the queue.
2025-01-10 06:18:02,174 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 06:18:03,177 [INFO] main           :293       Time taken: 1.8072545528411865
2025-01-10 06:18:03,429 [INFO] main           :64        Modbus Device Connected
2025-01-10 06:18:03,432 [INFO] main           :75        Getting Tags Data...
2025-01-10 06:18:03,435 [INFO] main           :81        Reading tag: tag_1
2025-01-10 06:18:03,456 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 06:18:03,459 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 06:18:03,462 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 06:18:03,465 [INFO] main           :81        Reading tag: tag_2
2025-01-10 06:18:03,488 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 06:18:03,489 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 06:18:03,490 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 06:18:03,495 [INFO] main           :81        Reading tag: tag_3
2025-01-10 06:18:03,520 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 06:18:03,521 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 06:18:03,524 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 06:18:03,527 [INFO] main           :81        Reading tag: tag_4
2025-01-10 06:18:03,552 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 06:18:03,553 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 06:18:03,555 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 06:18:03,556 [INFO] main           :81        Reading tag: tag_5
2025-01-10 06:18:03,568 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 06:18:03,570 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 06:18:03,573 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 06:18:03,576 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 06:18:03,578 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 06:18:03,868 [INFO] main           :219       No messages in the queue.
2025-01-10 06:18:03,944 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 06:18:04,947 [INFO] main           :293       Time taken: 1.7689616680145264
2025-01-10 06:18:05,205 [INFO] main           :64        Modbus Device Connected
2025-01-10 06:18:05,207 [INFO] main           :75        Getting Tags Data...
2025-01-10 06:18:05,209 [INFO] main           :81        Reading tag: tag_1
2025-01-10 06:18:05,236 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 06:18:05,237 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 06:18:05,239 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 06:18:05,241 [INFO] main           :81        Reading tag: tag_2
2025-01-10 06:18:05,252 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 06:18:05,253 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 06:18:05,254 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 06:18:05,255 [INFO] main           :81        Reading tag: tag_3
2025-01-10 06:18:05,268 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 06:18:05,269 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 06:18:05,270 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 06:18:05,271 [INFO] main           :81        Reading tag: tag_4
2025-01-10 06:18:05,284 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 06:18:05,285 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 06:18:05,286 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 06:18:05,291 [INFO] main           :81        Reading tag: tag_5
