2025-01-10 00:00:30,815 [INFO] logger         :39        Logger initialized successfully!
2025-01-10 00:00:31,514 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:00:31,515 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:00:31,516 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:00:31,536 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 00:00:31,538 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 00:00:31,539 [INFO] main           :112       Converted tag_1 into signed: 1230
2025-01-10 00:00:31,540 [INFO] main           :82        Reading tag: tag_2
2025-01-10 00:00:31,555 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1230, Low Word: 0
2025-01-10 00:00:31,557 [INFO] main           :104       Converted value for tag_2: 1230
2025-01-10 00:00:31,558 [INFO] main           :112       Converted tag_2 into signed: 1230
2025-01-10 00:00:31,559 [INFO] main           :82        Reading tag: tag_3
2025-01-10 00:00:31,572 [INFO] main           :102       Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:00:31,573 [INFO] main           :104       Converted value for tag_3: 12340
2025-01-10 00:00:31,575 [INFO] main           :112       Converted tag_3 into signed: 12340
2025-01-10 00:00:31,577 [INFO] main           :82        Reading tag: tag_4
2025-01-10 00:00:31,584 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:00:31,585 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 00:00:31,587 [INFO] main           :112       Converted tag_4 into signed: 10
2025-01-10 00:00:31,588 [INFO] main           :82        Reading tag: tag_5
2025-01-10 00:00:31,600 [INFO] main           :102       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:00:31,601 [INFO] main           :104       Converted value for tag_5: 1095585358
2025-01-10 00:00:31,603 [INFO] main           :112       Converted tag_5 into signed: 1095585358
2025-01-10 00:00:31,604 [INFO] main           :122       Data after conversion: [['tag_1', 1230], ['tag_2', 1230], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:00:31,606 [INFO] main           :253       TAG 2 Value Moderate
2025-01-10 00:00:31,897 [INFO] main           :218       No messages in the queue.
2025-01-10 00:00:31,978 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:00:33,230 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:00:33,232 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:00:33,233 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:00:33,260 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 00:00:33,265 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 00:00:33,270 [INFO] main           :112       Converted tag_1 into signed: 1230
2025-01-10 00:00:33,273 [INFO] main           :82        Reading tag: tag_2
2025-01-10 00:00:33,284 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1230, Low Word: 0
2025-01-10 00:00:33,286 [INFO] main           :104       Converted value for tag_2: 1230
2025-01-10 00:00:33,287 [INFO] main           :112       Converted tag_2 into signed: 1230
2025-01-10 00:00:33,289 [INFO] main           :82        Reading tag: tag_3
2025-01-10 00:00:33,300 [INFO] main           :102       Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:00:33,302 [INFO] main           :104       Converted value for tag_3: 12340
2025-01-10 00:00:33,303 [INFO] main           :112       Converted tag_3 into signed: 12340
2025-01-10 00:00:33,305 [INFO] main           :82        Reading tag: tag_4
2025-01-10 00:00:33,313 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:00:33,315 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 00:00:33,317 [INFO] main           :112       Converted tag_4 into signed: 10
2025-01-10 00:00:33,318 [INFO] main           :82        Reading tag: tag_5
2025-01-10 00:00:33,328 [INFO] main           :102       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:00:33,329 [INFO] main           :104       Converted value for tag_5: 1095585358
2025-01-10 00:00:33,331 [INFO] main           :112       Converted tag_5 into signed: 1095585358
2025-01-10 00:00:33,333 [INFO] main           :122       Data after conversion: [['tag_1', 1230], ['tag_2', 1230], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:00:33,334 [INFO] main           :253       TAG 2 Value Moderate
2025-01-10 00:00:33,641 [INFO] main           :218       No messages in the queue.
2025-01-10 00:00:33,713 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 00:00:34,958 [INFO] main           :65        Modbus Device Connected
2025-01-10 00:00:34,959 [INFO] main           :76        Getting Tags Data...
2025-01-10 00:00:34,960 [INFO] main           :82        Reading tag: tag_1
2025-01-10 00:00:34,984 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 00:00:34,986 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 00:00:34,987 [INFO] main           :112       Converted tag_1 into signed: 1230
2025-01-10 00:00:34,988 [INFO] main           :82        Reading tag: tag_2
2025-01-10 00:00:34,996 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1230, Low Word: 0
2025-01-10 00:00:34,998 [INFO] main           :104       Converted value for tag_2: 1230
2025-01-10 00:00:34,999 [INFO] main           :112       Converted tag_2 into signed: 1230
2025-01-10 00:00:35,000 [INFO] main           :82        Reading tag: tag_3
2025-01-10 00:00:35,012 [INFO] main           :102       Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:00:35,013 [INFO] main           :104       Converted value for tag_3: 12340
2025-01-10 00:00:35,015 [INFO] main           :112       Converted tag_3 into signed: 12340
2025-01-10 00:00:35,016 [INFO] main           :82        Reading tag: tag_4
2025-01-10 00:00:35,028 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:00:35,029 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 00:00:35,031 [INFO] main           :112       Converted tag_4 into signed: 10
2025-01-10 00:00:35,032 [INFO] main           :82        Reading tag: tag_5
2025-01-10 00:00:35,040 [INFO] main           :102       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:00:35,041 [INFO] main           :104       Converted value for tag_5: 1095585358
