2025-01-08 22:15:19,587 [INFO] logger         :39        Logger initialized successfully!
2025-01-08 22:15:20,187 [INFO] main           :56        Modbus Device Connected
2025-01-08 22:15:20,189 [INFO] main           :64        Getting Tags Data...
2025-01-08 22:15:20,190 [INFO] main           :69        Reading tag: tag_1
2025-01-08 22:15:20,229 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 22:15:20,234 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 22:15:20,236 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 22:15:20,239 [INFO] main           :69        Reading tag: tag_2
2025-01-08 22:15:20,251 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 22:15:20,253 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 22:15:20,255 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 22:15:20,257 [INFO] main           :69        Reading tag: tag_3
2025-01-08 22:15:20,284 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 22:15:20,287 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 22:15:20,295 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 22:15:20,297 [INFO] main           :69        Reading tag: tag_4
2025-01-08 22:15:20,307 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 22:15:20,308 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 22:15:20,310 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 22:15:20,311 [INFO] main           :69        Reading tag: tag_5
2025-01-08 22:15:20,323 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16715, Low Word: 16722
2025-01-08 22:15:20,324 [INFO] main           :92        Converted value for tag_5: 1095909707
2025-01-08 22:15:20,327 [INFO] main           :99        Converted tag_5 into signed: 1095909707
2025-01-08 22:15:20,330 [INFO] main           :111       Data after conversion: [['tag_1', 212310], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'KARA']]
2025-01-08 22:15:20,638 [INFO] main           :203       No messages in the queue.
2025-01-08 22:15:20,742 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-08 22:15:22,995 [INFO] main           :56        Modbus Device Connected
2025-01-08 22:15:22,996 [INFO] main           :64        Getting Tags Data...
2025-01-08 22:15:22,997 [INFO] main           :69        Reading tag: tag_1
2025-01-08 22:15:23,014 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 22:15:23,015 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 22:15:23,016 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 22:15:23,017 [INFO] main           :69        Reading tag: tag_2
2025-01-08 22:15:23,030 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 22:15:23,031 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 22:15:23,032 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 22:15:23,033 [INFO] main           :69        Reading tag: tag_3
2025-01-08 22:15:23,046 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 22:15:23,047 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 22:15:23,048 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 22:15:23,049 [INFO] main           :69        Reading tag: tag_4
2025-01-08 22:15:23,062 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 22:15:23,063 [INFO] main           :92        Converted value for tag_4: 131532758
