2025-01-07 22:32:29,146 [INFO] logger         :39        Logger initialized successfully!
2025-01-07 22:32:29,734 [INFO] main           :56        Modbus Device Connected
2025-01-07 22:32:29,735 [INFO] main           :64        Getting Tags Data...
2025-01-07 22:32:29,736 [INFO] main           :69        Reading tag: tag_1
2025-01-07 22:32:29,765 [INFO] main           :86        Converting data for tag tag_1 - High Word: 65535, Low Word: 65535
2025-01-07 22:32:29,766 [INFO] main           :88        Converted value for tag_1: 4294967295
2025-01-07 22:32:29,767 [INFO] main           :95        Converted tag_1 into signed: -1
2025-01-07 22:32:29,768 [INFO] main           :69        Reading tag: tag_2
2025-01-07 22:32:29,781 [INFO] main           :86        Converting data for tag tag_2 - High Word: 23, Low Word: 0
2025-01-07 22:32:29,782 [INFO] main           :88        Converted value for tag_2: 23
2025-01-07 22:32:29,784 [INFO] main           :95        Converted tag_2 into signed: 23
2025-01-07 22:32:29,785 [INFO] main           :69        Reading tag: tag_3
2025-01-07 22:32:29,797 [INFO] main           :86        Converting data for tag tag_3 - High Word: 12, Low Word: 0
2025-01-07 22:32:29,798 [INFO] main           :88        Converted value for tag_3: 12
2025-01-07 22:32:29,799 [INFO] main           :95        Converted tag_3 into signed: 12
2025-01-07 22:32:29,801 [INFO] main           :69        Reading tag: tag_4
2025-01-07 22:32:29,813 [INFO] main           :86        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 22:32:29,814 [INFO] main           :88        Converted value for tag_4: 131532758
2025-01-07 22:32:29,816 [INFO] main           :95        Converted tag_4 into signed: 131532758
2025-01-07 22:32:29,817 [INFO] main           :69        Reading tag: tag_5
2025-01-07 22:32:29,829 [INFO] main           :86        Converting data for tag tag_5 - High Word: 57127, Low Word: 33168
2025-01-07 22:32:29,830 [INFO] main           :88        Converted value for tag_5: 2173755175
2025-01-07 22:32:29,831 [INFO] main           :95        Converted tag_5 into signed: -2121212121
2025-01-07 22:32:29,833 [INFO] main           :100       Data after conversion: [['tag_1', -1], ['tag_2', 23], ['tag_3', 12], ['tag_4', 131532758], ['tag_5', -2121212121]]
2025-01-07 22:32:30,138 [INFO] main           :154       Received message: ['tag_1', '123.1']
2025-01-07 22:32:30,139 [ERROR] main           :169       Tag not written: name 'write_double' is not defined
2025-01-07 22:32:30,229 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-07 22:32:32,494 [INFO] main           :56        Modbus Device Connected
2025-01-07 22:32:32,495 [INFO] main           :64        Getting Tags Data...
2025-01-07 22:32:32,496 [INFO] main           :69        Reading tag: tag_1
2025-01-07 22:32:32,514 [INFO] main           :86        Converting data for tag tag_1 - High Word: 65535, Low Word: 65535
2025-01-07 22:32:32,516 [INFO] main           :88        Converted value for tag_1: 4294967295
2025-01-07 22:32:32,517 [INFO] main           :95        Converted tag_1 into signed: -1
2025-01-07 22:32:32,518 [INFO] main           :69        Reading tag: tag_2
2025-01-07 22:32:32,537 [INFO] main           :86        Converting data for tag tag_2 - High Word: 23, Low Word: 0
2025-01-07 22:32:32,538 [INFO] main           :88        Converted value for tag_2: 23
2025-01-07 22:32:32,539 [INFO] main           :95        Converted tag_2 into signed: 23
2025-01-07 22:32:32,540 [INFO] main           :69        Reading tag: tag_3
2025-01-07 22:32:32,565 [INFO] main           :86        Converting data for tag tag_3 - High Word: 12, Low Word: 0
2025-01-07 22:32:32,566 [INFO] main           :88        Converted value for tag_3: 12
2025-01-07 22:32:32,567 [INFO] main           :95        Converted tag_3 into signed: 12
2025-01-07 22:32:32,568 [INFO] main           :69        Reading tag: tag_4
2025-01-07 22:32:32,581 [INFO] main           :86        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-07 22:32:32,582 [INFO] main           :88        Converted value for tag_4: 131532758
2025-01-07 22:32:32,583 [INFO] main           :95        Converted tag_4 into signed: 131532758
2025-01-07 22:32:32,585 [INFO] main           :69        Reading tag: tag_5
2025-01-07 22:32:32,596 [INFO] main           :86        Converting data for tag tag_5 - High Word: 57127, Low Word: 33168
2025-01-07 22:32:32,598 [INFO] main           :88        Converted value for tag_5: 2173755175
2025-01-07 22:32:32,599 [INFO] main           :95        Converted tag_5 into signed: -2121212121
2025-01-07 22:32:32,600 [INFO] main           :100       Data after conversion: [['tag_1', -1], ['tag_2', 23], ['tag_3', 12], ['tag_4', 131532758], ['tag_5', -2121212121]]
2025-01-07 22:32:32,921 [INFO] main           :176       No messages in the queue.
2025-01-07 22:32:33,013 [INFO] rabbit_mq      :29        Message published successfully.
2025-01-07 22:32:35,259 [INFO] main           :56        Modbus Device Connected
2025-01-07 22:32:35,261 [INFO] main           :64        Getting Tags Data...
2025-01-07 22:32:35,264 [INFO] main           :69        Reading tag: tag_1
2025-01-07 22:32:35,285 [INFO] main           :86        Converting data for tag tag_1 - High Word: 65535, Low Word: 65535
2025-01-07 22:32:35,287 [INFO] main           :88        Converted value for tag_1: 4294967295
2025-01-07 22:32:35,289 [INFO] main           :95        Converted tag_1 into signed: -1
2025-01-07 22:32:35,291 [INFO] main           :69        Reading tag: tag_2
2025-01-07 22:32:35,297 [INFO] main           :86        Converting data for tag tag_2 - High Word: 23, Low Word: 0
2025-01-07 22:32:35,299 [INFO] main           :88        Converted value for tag_2: 23
2025-01-07 22:32:35,301 [INFO] main           :95        Converted tag_2 into signed: 23
2025-01-07 22:32:35,303 [INFO] main           :69        Reading tag: tag_3
2025-01-07 22:32:35,313 [INFO] main           :86        Converting data for tag tag_3 - High Word: 12, Low Word: 0
2025-01-07 22:32:35,315 [INFO] main           :88        Converted value for tag_3: 12
2025-01-07 22:32:35,317 [INFO] main           :95        Converted tag_3 into signed: 12
2025-01-07 22:32:35,319 [INFO] main           :69        Reading tag: tag_4
2025-01-07 22:32:35,325 [INFO] main           :86        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
