2025-01-11 21:41:25,132 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 21:41:26,588 [INFO] main           :67        Modbus Device Connected
2025-01-11 21:41:26,593 [INFO] main           :78        Getting Tags Data...
2025-01-11 21:41:26,594 [INFO] main           :84        Reading tag: tag_1
2025-01-11 21:41:26,614 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 21:41:26,615 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 21:41:26,618 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 21:41:26,619 [INFO] main           :84        Reading tag: tag_2
2025-01-11 21:41:26,634 [INFO] main           :104       Converting data for tag tag_2 - High Word: 1, Low Word: 0
2025-01-11 21:41:26,635 [INFO] main           :106       Converted value for tag_2: 1
2025-01-11 21:41:26,637 [INFO] main           :114       Converted tag_2 into signed: 1
2025-01-11 21:41:26,639 [INFO] main           :84        Reading tag: tag_3
2025-01-11 21:41:26,654 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 21:41:26,655 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 21:41:26,656 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 21:41:26,658 [INFO] main           :84        Reading tag: tag_4
2025-01-11 21:41:26,666 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 21:41:26,667 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 21:41:26,668 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 21:41:26,670 [INFO] main           :84        Reading tag: tag_5
2025-01-11 21:41:26,682 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 21:41:26,683 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 21:41:26,684 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 21:41:26,686 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 1], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 21:41:26,687 [INFO] main           :255       Tag_2 Value Moderate!
2025-01-11 21:41:27,015 [INFO] main           :220       No messages in the queue.
2025-01-11 21:41:27,099 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-11 21:41:28,348 [INFO] main           :67        Modbus Device Connected
2025-01-11 21:41:28,350 [INFO] main           :78        Getting Tags Data...
2025-01-11 21:41:28,352 [INFO] main           :84        Reading tag: tag_1
2025-01-11 21:41:28,374 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 21:41:28,375 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 21:41:28,376 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 21:41:28,378 [INFO] main           :84        Reading tag: tag_2
2025-01-11 21:41:28,390 [INFO] main           :104       Converting data for tag tag_2 - High Word: 1, Low Word: 0
2025-01-11 21:41:28,391 [INFO] main           :106       Converted value for tag_2: 1
2025-01-11 21:41:28,393 [INFO] main           :114       Converted tag_2 into signed: 1
2025-01-11 21:41:28,394 [INFO] main           :84        Reading tag: tag_3
2025-01-11 21:41:28,406 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 21:41:28,407 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 21:41:28,409 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 21:41:28,410 [INFO] main           :84        Reading tag: tag_4
2025-01-11 21:41:28,422 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 21:41:28,423 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 21:41:28,424 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 21:41:28,426 [INFO] main           :84        Reading tag: tag_5
2025-01-11 21:41:28,434 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 21:41:28,435 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 21:41:28,439 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 21:41:28,440 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 1], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 21:41:28,442 [INFO] main           :255       Tag_2 Value Moderate!
