2025-01-12 21:15:20,051 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 21:15:21,318 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:15:21,321 [INFO] main           :59        Modbus Device Connected
2025-01-12 21:15:21,322 [INFO] main           :70        Getting Tags Data...
2025-01-12 21:15:21,323 [INFO] main           :77        Reading tag: tag_1
2025-01-12 21:15:21,342 [INFO] main           :97        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-12 21:15:21,343 [INFO] main           :99        Converted value for tag_1: 7700
2025-01-12 21:15:21,344 [INFO] main           :107       Converted tag_1 into signed: 7700
2025-01-12 21:15:21,346 [INFO] main           :77        Reading tag: tag_2
2025-01-12 21:15:21,358 [INFO] main           :97        Converting data for tag tag_2 - High Word: 5600, Low Word: 0
2025-01-12 21:15:21,359 [INFO] main           :99        Converted value for tag_2: 5600
2025-01-12 21:15:21,360 [INFO] main           :107       Converted tag_2 into signed: 5600
2025-01-12 21:15:21,362 [INFO] main           :77        Reading tag: tag_3
2025-01-12 21:15:21,374 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:15:21,375 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 21:15:21,376 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 21:15:21,377 [INFO] main           :77        Reading tag: tag_4
2025-01-12 21:15:21,390 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:15:21,391 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 21:15:21,392 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 21:15:21,393 [INFO] main           :77        Reading tag: tag_5
2025-01-12 21:15:21,418 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:15:21,419 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 21:15:21,420 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 21:15:21,421 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 21:15:21,423 [INFO] main           :117       Data after conversion: [['tag_1', 7700], ['tag_2', 5600], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:15:21,442 [CRITICAL] main           :251       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:15:21,444 [CRITICAL] main           :252       tag_2 VALUE: 5600
2025-01-12 21:15:21,727 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:15:21,823 [INFO] main           :135       Received message: ["tag_2",1]
2025-01-12 21:15:21,846 [INFO] main           :152       Tag Written successfully!
2025-01-12 21:15:21,977 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:15:21,979 [INFO] main           :297       Total time: 0.8964838981628418
2025-01-12 21:15:23,243 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:15:23,245 [INFO] main           :59        Modbus Device Connected
2025-01-12 21:15:23,246 [INFO] main           :70        Getting Tags Data...
2025-01-12 21:15:23,247 [INFO] main           :77        Reading tag: tag_1
2025-01-12 21:15:23,262 [INFO] main           :97        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-12 21:15:23,263 [INFO] main           :99        Converted value for tag_1: 7700
2025-01-12 21:15:23,264 [INFO] main           :107       Converted tag_1 into signed: 7700
2025-01-12 21:15:23,266 [INFO] main           :77        Reading tag: tag_2
2025-01-12 21:15:23,278 [INFO] main           :97        Converting data for tag tag_2 - High Word: 10, Low Word: 0
2025-01-12 21:15:23,279 [INFO] main           :99        Converted value for tag_2: 10
2025-01-12 21:15:23,280 [INFO] main           :107       Converted tag_2 into signed: 10
