2025-01-10 00:45:42,925 [INFO] logger         :39        Logger initialized successfully!
2025-01-10 00:45:43,606 [INFO] main           :32        Modbus Device Connected
2025-01-10 00:45:43,607 [INFO] main           :44        Getting Tags Data...
2025-01-10 00:45:43,608 [INFO] main           :49        Reading tag: tag_1
2025-01-10 00:45:43,620 [INFO] main           :68        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 00:45:43,621 [INFO] main           :70        Converted value for tag_1: 1230
2025-01-10 00:45:43,622 [INFO] main           :80        Converted tag_1 into signed: 1230
2025-01-10 00:45:43,624 [INFO] main           :49        Reading tag: tag_2
2025-01-10 00:45:43,636 [INFO] main           :68        Converting data for tag tag_2 - High Word: 10, Low Word: 0
2025-01-10 00:45:43,637 [INFO] main           :70        Converted value for tag_2: 10
2025-01-10 00:45:43,638 [INFO] main           :80        Converted tag_2 into signed: 10
2025-01-10 00:45:43,639 [INFO] main           :49        Reading tag: tag_3
2025-01-10 00:45:43,652 [INFO] main           :68        Converting data for tag tag_3 - High Word: 12340, Low Word: 0
2025-01-10 00:45:43,653 [INFO] main           :70        Converted value for tag_3: 12340
2025-01-10 00:45:43,654 [INFO] main           :80        Converted tag_3 into signed: 12340
2025-01-10 00:45:43,656 [INFO] main           :49        Reading tag: tag_4
2025-01-10 00:45:43,664 [INFO] main           :68        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 00:45:43,665 [INFO] main           :70        Converted value for tag_4: 10
2025-01-10 00:45:43,666 [INFO] main           :80        Converted tag_4 into signed: 10
2025-01-10 00:45:43,668 [INFO] main           :49        Reading tag: tag_5
2025-01-10 00:45:43,680 [INFO] main           :68        Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-10 00:45:43,681 [INFO] main           :70        Converted value for tag_5: 1095585358
2025-01-10 00:45:43,682 [INFO] main           :80        Converted tag_5 into signed: 1095585358
2025-01-10 00:45:43,684 [INFO] main           :99        ASCII Data: MANN
2025-01-10 00:45:43,685 [INFO] main           :89        Data after conversion: [['tag_1', 1230], ['tag_2', 10], ['tag_3', 12340], ['tag_4', 10], ['tag_5', 'MANN']]
2025-01-10 00:45:43,686 [INFO] main           :206       TAG 2 Value Moderate
2025-01-10 00:45:43,977 [INFO] main           :169       No messages in the queue.
