2025-01-11 21:33:39,922 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 21:33:41,787 [INFO] main           :67        Modbus Device Connected
2025-01-11 21:33:41,790 [INFO] main           :78        Getting Tags Data...
2025-01-11 21:33:41,791 [INFO] main           :84        Reading tag: tag_1
2025-01-11 21:33:41,842 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 21:33:41,844 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 21:33:41,845 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 21:33:41,847 [INFO] main           :84        Reading tag: tag_2
2025-01-11 21:33:41,862 [INFO] main           :104       Converting data for tag tag_2 - High Word: 1, Low Word: 0
2025-01-11 21:33:41,863 [INFO] main           :106       Converted value for tag_2: 1
2025-01-11 21:33:41,864 [INFO] main           :114       Converted tag_2 into signed: 1
2025-01-11 21:33:41,866 [INFO] main           :84        Reading tag: tag_3
2025-01-11 21:33:41,890 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 21:33:41,891 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 21:33:41,892 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 21:33:41,894 [INFO] main           :84        Reading tag: tag_4
2025-01-11 21:33:41,917 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 21:33:41,919 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 21:33:41,920 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 21:33:41,922 [INFO] main           :84        Reading tag: tag_5
2025-01-11 21:33:41,994 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 21:33:41,995 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 21:33:41,997 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 21:33:41,998 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 1], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 21:33:42,000 [INFO] main           :260       TAG 2 Value Moderate
2025-01-11 21:33:42,414 [INFO] main           :220       No messages in the queue.
2025-01-11 21:33:42,512 [INFO] rabbit_mq      :35        Message published successfully.
