2025-01-12 21:35:59,112 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 21:36:00,375 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:36:00,378 [INFO] main           :60        Modbus Device Connected
2025-01-12 21:36:00,379 [INFO] main           :71        Getting Tags Data...
2025-01-12 21:36:00,381 [INFO] main           :78        Reading tag: tag_1
2025-01-12 21:36:00,406 [INFO] main           :98        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-12 21:36:00,408 [INFO] main           :100       Converted value for tag_1: 7700
2025-01-12 21:36:00,410 [INFO] main           :108       Converted tag_1 into signed: 7700
2025-01-12 21:36:00,411 [INFO] main           :78        Reading tag: tag_2
2025-01-12 21:36:00,422 [INFO] main           :98        Converting data for tag tag_2 - High Word: 5700, Low Word: 0
2025-01-12 21:36:00,423 [INFO] main           :100       Converted value for tag_2: 5700
2025-01-12 21:36:00,425 [INFO] main           :108       Converted tag_2 into signed: 5700
2025-01-12 21:36:00,426 [INFO] main           :78        Reading tag: tag_3
2025-01-12 21:36:00,446 [INFO] main           :98        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:36:00,447 [INFO] main           :100       Converted value for tag_3: 20
2025-01-12 21:36:00,449 [INFO] main           :108       Converted tag_3 into signed: 20
2025-01-12 21:36:00,450 [INFO] main           :78        Reading tag: tag_4
2025-01-12 21:36:00,458 [INFO] main           :98        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:36:00,459 [INFO] main           :100       Converted value for tag_4: 10
2025-01-12 21:36:00,461 [INFO] main           :108       Converted tag_4 into signed: 10
2025-01-12 21:36:00,462 [INFO] main           :78        Reading tag: tag_5
2025-01-12 21:36:00,474 [INFO] main           :98        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:36:00,475 [INFO] main           :100       Converted value for tag_5: 1650549345
2025-01-12 21:36:00,477 [INFO] main           :108       Converted tag_5 into signed: 1650549345
2025-01-12 21:36:00,478 [INFO] main           :174       ASCII of tag_5: abab
2025-01-12 21:36:00,480 [INFO] main           :118       Data after conversion: [['tag_1', 7700], ['tag_2', 5700], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:36:00,501 [CRITICAL] main           :252       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:36:00,505 [CRITICAL] main           :253       tag_2 VALUE: 5700
2025-01-12 21:36:00,507 [INFO] main           :271       Previous Value: 0.0
2025-01-12 21:36:00,509 [ERROR] main           :272       Cannot send Email notification: name 'previous_value' is not defined
2025-01-12 21:36:00,715 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:36:00,787 [INFO] main           :164       No messages in the queue.
2025-01-12 21:36:00,896 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:36:00,898 [INFO] main           :299       Total time: 0.7403435707092285
