2025-01-09 23:23:47,738 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 23:23:49,142 [INFO] main           :63        Modbus Device Connected
2025-01-09 23:23:49,144 [INFO] main           :74        Getting Tags Data...
2025-01-09 23:23:49,145 [INFO] main           :80        Reading tag: tag_1
2025-01-09 23:23:49,180 [INFO] main           :100       Converting data for tag tag_1 - High Word: 435, Low Word: 0
2025-01-09 23:23:49,182 [INFO] main           :102       Converted value for tag_1: 435
2025-01-09 23:23:49,183 [INFO] main           :110       Converted tag_1 into signed: 435
2025-01-09 23:23:49,185 [INFO] main           :80        Reading tag: tag_2
2025-01-09 23:23:49,556 [INFO] main           :100       Converting data for tag tag_2 - High Word: 123, Low Word: 0
2025-01-09 23:23:49,557 [INFO] main           :102       Converted value for tag_2: 123
2025-01-09 23:23:49,558 [INFO] main           :110       Converted tag_2 into signed: 123
2025-01-09 23:23:49,560 [INFO] main           :80        Reading tag: tag_3
2025-01-09 23:23:49,576 [INFO] main           :100       Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 23:23:49,577 [INFO] main           :102       Converted value for tag_3: 2220
2025-01-09 23:23:49,578 [INFO] main           :110       Converted tag_3 into signed: 2220
2025-01-09 23:23:49,580 [INFO] main           :80        Reading tag: tag_4
2025-01-09 23:23:49,592 [INFO] main           :100       Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 23:23:49,593 [INFO] main           :102       Converted value for tag_4: 131532758
2025-01-09 23:23:49,594 [INFO] main           :110       Converted tag_4 into signed: 131532758
2025-01-09 23:23:49,595 [INFO] main           :80        Reading tag: tag_5
2025-01-09 23:23:49,708 [INFO] main           :100       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 23:23:49,709 [INFO] main           :102       Converted value for tag_5: 1095585358
2025-01-09 23:23:49,710 [INFO] main           :110       Converted tag_5 into signed: 1095585358
2025-01-09 23:23:49,712 [INFO] main           :120       Data after conversion: [['tag_1', 435], ['tag_2', 123], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 23:23:49,713 [INFO] main           :251       TAG 2 Value Moderate
