2025-01-08 21:49:25,279 [INFO] logger         :39        Logger initialized successfully!
2025-01-08 21:49:25,827 [INFO] main           :56        Modbus Device Connected
2025-01-08 21:49:25,828 [INFO] main           :64        Getting Tags Data...
2025-01-08 21:49:25,830 [INFO] main           :69        Reading tag: tag_1
2025-01-08 21:49:25,858 [INFO] main           :88        Converting data for tag tag_1 - High Word: 15702, Low Word: 3
2025-01-08 21:49:25,859 [INFO] main           :92        Converted value for tag_1: 212310
2025-01-08 21:49:25,861 [INFO] main           :99        Converted tag_1 into signed: 212310
2025-01-08 21:49:25,862 [INFO] main           :69        Reading tag: tag_2
2025-01-08 21:49:25,870 [INFO] main           :88        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-08 21:49:25,871 [INFO] main           :92        Converted value for tag_2: 12309
2025-01-08 21:49:25,873 [INFO] main           :99        Converted tag_2 into signed: 12309
2025-01-08 21:49:25,874 [INFO] main           :69        Reading tag: tag_3
2025-01-08 21:49:25,886 [INFO] main           :88        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-08 21:49:25,887 [INFO] main           :92        Converted value for tag_3: 2220
2025-01-08 21:49:25,888 [INFO] main           :99        Converted tag_3 into signed: 2220
2025-01-08 21:49:25,890 [INFO] main           :69        Reading tag: tag_4
2025-01-08 21:49:25,902 [INFO] main           :88        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-08 21:49:25,904 [INFO] main           :92        Converted value for tag_4: 131532758
2025-01-08 21:49:25,905 [INFO] main           :99        Converted tag_4 into signed: 131532758
2025-01-08 21:49:25,906 [INFO] main           :69        Reading tag: tag_5
2025-01-08 21:49:25,918 [INFO] main           :88        Converting data for tag tag_5 - High Word: 16715, Low Word: 16722
2025-01-08 21:49:25,920 [INFO] main           :92        Converted value for tag_5: 1095909707
2025-01-08 21:49:25,921 [INFO] main           :99        Converted tag_5 into signed: 1095909707
2025-01-08 21:49:25,922 [INFO] main           :111       Data after conversion: [['tag_1', 212310], ['tag_2', 12309], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'KARA']]
2025-01-08 21:49:26,218 [INFO] main           :203       No messages in the queue.
2025-01-08 21:49:26,298 [INFO] rabbit_mq      :29        Message published successfully.
