2025-01-10 08:34:48,462 [INFO] logger         :39        Logger initialized successfully!
2025-01-10 08:34:49,087 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:34:49,088 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:34:49,089 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:34:49,101 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:34:49,102 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:34:49,103 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:34:49,104 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:34:49,117 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:34:49,118 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:34:49,119 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:34:49,120 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:34:49,133 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:34:49,134 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:34:49,135 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:34:49,136 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:34:49,149 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:34:49,150 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:34:49,151 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 08:34:49,152 [INFO] main           :81        Reading tag: tag_5
2025-01-10 08:34:49,165 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 08:34:49,166 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 08:34:49,167 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 08:34:49,168 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 08:34:49,169 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 08:34:49,490 [INFO] main           :219       No messages in the queue.
2025-01-10 08:34:49,570 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 08:34:50,572 [INFO] main           :293       Time taken: 1.7291712760925293
2025-01-10 08:34:50,827 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:34:50,828 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:34:50,829 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:34:50,841 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:34:50,842 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:34:50,843 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:34:50,844 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:34:50,857 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:34:50,858 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:34:50,859 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:34:50,860 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:34:50,873 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:34:50,874 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:34:50,875 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:34:50,876 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:34:50,889 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:34:50,890 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:34:50,891 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 08:34:50,892 [INFO] main           :81        Reading tag: tag_5
2025-01-10 08:34:50,905 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 08:34:50,906 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 08:34:50,907 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 08:34:50,908 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 08:34:50,909 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 08:34:51,194 [INFO] main           :219       No messages in the queue.
2025-01-10 08:34:51,313 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 08:34:52,316 [INFO] main           :293       Time taken: 1.7424829006195068
2025-01-10 08:34:52,676 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:34:52,678 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:34:52,680 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:34:52,690 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:34:52,692 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:34:52,693 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:34:52,695 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:34:52,714 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:34:52,716 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:34:52,717 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:34:52,719 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:34:52,734 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:34:52,736 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:34:52,737 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:34:52,739 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:34:52,754 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:34:52,756 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:34:52,757 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 08:34:52,759 [INFO] main           :81        Reading tag: tag_5
2025-01-10 08:34:52,774 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 08:34:52,776 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 08:34:52,777 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 08:34:52,779 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 08:34:52,781 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 08:34:53,082 [INFO] main           :219       No messages in the queue.
2025-01-10 08:34:53,154 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 08:34:54,156 [INFO] main           :293       Time taken: 1.8375132083892822
2025-01-10 08:34:54,411 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:34:54,412 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:34:54,413 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:34:54,425 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:34:54,426 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:34:54,427 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:34:54,429 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:34:54,441 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:34:54,442 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:34:54,443 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:34:54,444 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:34:54,457 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:34:54,458 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:34:54,459 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:34:54,460 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:34:54,473 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:34:54,474 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:34:54,475 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 08:34:54,476 [INFO] main           :81        Reading tag: tag_5
2025-01-10 08:34:54,489 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 08:34:54,490 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 08:34:54,491 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 08:34:54,492 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 08:34:54,493 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 08:34:54,782 [INFO] main           :219       No messages in the queue.
2025-01-10 08:34:54,861 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 08:34:55,864 [INFO] main           :293       Time taken: 1.7071874141693115
2025-01-10 08:34:56,100 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:34:56,102 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:34:56,104 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:34:56,114 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:34:56,116 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:34:56,118 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:34:56,119 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:34:56,126 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:34:56,128 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:34:56,129 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:34:56,131 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:34:56,138 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:34:56,140 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:34:56,141 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:34:56,143 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:34:56,150 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:34:56,152 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:34:56,153 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 08:34:56,155 [INFO] main           :81        Reading tag: tag_5
2025-01-10 08:34:56,162 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 08:34:56,164 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 08:34:56,165 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 08:34:56,167 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 08:34:56,169 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 08:34:56,458 [INFO] main           :219       No messages in the queue.
2025-01-10 08:34:56,529 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 08:34:57,532 [INFO] main           :293       Time taken: 1.6656484603881836
2025-01-10 08:34:57,795 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:34:57,796 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:34:57,799 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:34:57,825 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:34:57,826 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:34:57,827 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:34:57,828 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:34:57,853 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:34:57,854 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:34:57,855 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:34:57,856 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:34:57,885 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:34:57,886 [INFO] main           :104       Converted value for tag_3: 20
2025-01-10 08:34:57,887 [INFO] main           :113       Converted tag_3 into signed: 20
2025-01-10 08:34:57,888 [INFO] main           :81        Reading tag: tag_4
2025-01-10 08:34:57,901 [INFO] main           :102       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-10 08:34:57,902 [INFO] main           :104       Converted value for tag_4: 10
2025-01-10 08:34:57,903 [INFO] main           :113       Converted tag_4 into signed: 10
2025-01-10 08:34:57,904 [INFO] main           :81        Reading tag: tag_5
2025-01-10 08:34:57,917 [INFO] main           :102       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-10 08:34:57,918 [INFO] main           :104       Converted value for tag_5: 1650549345
2025-01-10 08:34:57,919 [INFO] main           :113       Converted tag_5 into signed: 1650549345
2025-01-10 08:34:57,920 [INFO] main           :123       Data after conversion: [['tag_1', 1230], ['tag_2', 1120], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-10 08:34:57,921 [INFO] main           :268       TAG 2 Value Moderate
2025-01-10 08:34:58,327 [INFO] main           :219       No messages in the queue.
2025-01-10 08:34:58,441 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-10 08:34:59,444 [INFO] main           :293       Time taken: 1.9113807678222656
2025-01-10 08:34:59,680 [INFO] main           :64        Modbus Device Connected
2025-01-10 08:34:59,682 [INFO] main           :75        Getting Tags Data...
2025-01-10 08:34:59,684 [INFO] main           :81        Reading tag: tag_1
2025-01-10 08:34:59,706 [INFO] main           :102       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-10 08:34:59,708 [INFO] main           :104       Converted value for tag_1: 1230
2025-01-10 08:34:59,709 [INFO] main           :113       Converted tag_1 into signed: 1230
2025-01-10 08:34:59,711 [INFO] main           :81        Reading tag: tag_2
2025-01-10 08:34:59,718 [INFO] main           :102       Converting data for tag tag_2 - High Word: 1120, Low Word: 0
2025-01-10 08:34:59,720 [INFO] main           :104       Converted value for tag_2: 1120
2025-01-10 08:34:59,722 [INFO] main           :113       Converted tag_2 into signed: 1120
2025-01-10 08:34:59,723 [INFO] main           :81        Reading tag: tag_3
2025-01-10 08:34:59,730 [INFO] main           :102       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-10 08:34:59,732 [INFO] main           :104       Converted value for tag_3: 20
