2025-01-11 22:15:44,160 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 22:15:45,555 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:15:45,556 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:15:45,557 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:15:45,586 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:15:45,587 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:15:45,588 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:15:45,590 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:15:45,602 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-11 22:15:45,603 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-11 22:15:45,604 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-11 22:15:45,605 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:15:45,614 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:15:45,615 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:15:45,616 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:15:45,617 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:15:45,630 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:15:45,631 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:15:45,632 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:15:45,633 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:15:45,642 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:15:45,644 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:15:45,645 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:15:45,647 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:15:45,649 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:15:45,651 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-11 22:15:45,652 [INFO] smtp_email     :15        Connecting to SMTP
