2025-01-09 22:11:52,434 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 22:11:53,033 [INFO] main           :61        Modbus Device Connected
2025-01-09 22:11:53,034 [INFO] main           :72        Getting Tags Data...
2025-01-09 22:11:53,036 [INFO] main           :78        Reading tag: tag_1
2025-01-09 22:11:53,048 [INFO] main           :98        Converting data for tag tag_1 - High Word: 1233, Low Word: 0
2025-01-09 22:11:53,049 [INFO] main           :100       Converted value for tag_1: 1233
2025-01-09 22:11:53,050 [INFO] main           :108       Converted tag_1 into signed: 1233
2025-01-09 22:11:53,051 [INFO] main           :78        Reading tag: tag_2
2025-01-09 22:11:53,064 [INFO] main           :98        Converting data for tag tag_2 - High Word: 12309, Low Word: 0
2025-01-09 22:11:53,065 [INFO] main           :100       Converted value for tag_2: 12309
2025-01-09 22:11:53,066 [INFO] main           :108       Converted tag_2 into signed: 12309
2025-01-09 22:11:53,067 [INFO] main           :78        Reading tag: tag_3
2025-01-09 22:11:53,080 [INFO] main           :98        Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 22:11:53,081 [INFO] main           :100       Converted value for tag_3: 2220
2025-01-09 22:11:53,083 [INFO] main           :108       Converted tag_3 into signed: 2220
2025-01-09 22:11:53,084 [INFO] main           :78        Reading tag: tag_4
2025-01-09 22:11:53,096 [INFO] main           :98        Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 22:11:53,097 [INFO] main           :100       Converted value for tag_4: 131532758
2025-01-09 22:11:53,098 [INFO] main           :108       Converted tag_4 into signed: 131532758
2025-01-09 22:11:53,100 [INFO] main           :78        Reading tag: tag_5
2025-01-09 22:11:53,108 [INFO] main           :98        Converting data for tag tag_5 - High Word: 16717, Low Word: 20046
2025-01-09 22:11:53,109 [INFO] main           :100       Converted value for tag_5: 1313751373
2025-01-09 22:11:53,110 [INFO] main           :108       Converted tag_5 into signed: 1313751373
