2025-01-12 20:43:59,518 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 20:44:00,763 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:44:00,766 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:44:00,767 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:44:00,769 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:44:00,794 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:44:00,796 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:44:00,797 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:44:00,799 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:44:00,814 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:44:00,815 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:44:00,816 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:44:00,818 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:44:00,830 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:44:00,831 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:44:00,832 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:44:00,834 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:44:00,842 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:44:00,843 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:44:00,845 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:44:00,847 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:44:00,858 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:44:00,859 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:44:00,862 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:44:00,864 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:44:00,865 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:44:00,887 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:44:00,889 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:44:01,079 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:44:01,158 [INFO] main           :163       No messages in the queue.
2025-01-12 20:44:01,285 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:44:01,286 [INFO] main           :296       Total time: 0.7433609962463379
2025-01-12 20:44:02,490 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:44:02,494 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:44:02,495 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:44:02,497 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:44:02,526 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:44:02,527 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:44:02,529 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:44:02,530 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:44:02,542 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:44:02,543 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:44:02,544 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:44:02,545 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:44:02,558 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:44:02,559 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:44:02,560 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:44:02,562 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:44:02,570 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:44:02,572 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:44:02,573 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:44:02,574 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:44:02,590 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:44:02,591 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:44:02,592 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:44:02,593 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:44:02,595 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:44:02,614 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:44:02,616 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:44:02,803 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:44:02,875 [INFO] main           :163       No messages in the queue.
2025-01-12 20:44:03,006 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:44:03,007 [INFO] main           :296       Total time: 0.7179780006408691
2025-01-12 20:44:04,120 [INFO] smtp_email     :38        Connected to SMTP!
2025-01-12 20:44:04,122 [INFO] main           :262       previous value: 0
2025-01-12 20:44:04,124 [INFO] main           :263       Notification Sent
2025-01-12 20:44:04,252 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:44:04,256 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:44:04,258 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:44:04,260 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:44:04,279 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:44:04,281 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:44:04,283 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:44:04,285 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:44:04,323 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:44:04,325 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:44:04,327 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:44:04,328 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:44:04,466 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:44:04,467 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:44:04,468 [INFO] main           :107       Converted tag_3 into signed: 20
