2025-01-12 21:38:40,499 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 21:38:41,807 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:38:41,809 [INFO] main           :60        Modbus Device Connected
2025-01-12 21:38:41,810 [INFO] main           :71        Getting Tags Data...
2025-01-12 21:38:41,811 [INFO] main           :78        Reading tag: tag_1
2025-01-12 21:38:41,874 [INFO] main           :98        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-12 21:38:41,875 [INFO] main           :100       Converted value for tag_1: 7700
2025-01-12 21:38:41,876 [INFO] main           :108       Converted tag_1 into signed: 7700
2025-01-12 21:38:41,877 [INFO] main           :78        Reading tag: tag_2
2025-01-12 21:38:41,890 [INFO] main           :98        Converting data for tag tag_2 - High Word: 5700, Low Word: 0
2025-01-12 21:38:41,891 [INFO] main           :100       Converted value for tag_2: 5700
2025-01-12 21:38:41,892 [INFO] main           :108       Converted tag_2 into signed: 5700
2025-01-12 21:38:41,893 [INFO] main           :78        Reading tag: tag_3
2025-01-12 21:38:41,906 [INFO] main           :98        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:38:41,907 [INFO] main           :100       Converted value for tag_3: 20
2025-01-12 21:38:41,908 [INFO] main           :108       Converted tag_3 into signed: 20
2025-01-12 21:38:41,909 [INFO] main           :78        Reading tag: tag_4
2025-01-12 21:38:41,922 [INFO] main           :98        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:38:41,923 [INFO] main           :100       Converted value for tag_4: 10
2025-01-12 21:38:41,924 [INFO] main           :108       Converted tag_4 into signed: 10
2025-01-12 21:38:41,925 [INFO] main           :78        Reading tag: tag_5
2025-01-12 21:38:41,958 [INFO] main           :98        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:38:41,959 [INFO] main           :100       Converted value for tag_5: 1650549345
2025-01-12 21:38:41,960 [INFO] main           :108       Converted tag_5 into signed: 1650549345
2025-01-12 21:38:41,961 [INFO] main           :174       ASCII of tag_5: abab
2025-01-12 21:38:41,962 [INFO] main           :118       Data after conversion: [['tag_1', 7700], ['tag_2', 5700], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:38:41,980 [CRITICAL] main           :252       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:38:41,983 [CRITICAL] main           :253       tag_2 VALUE: 5700
2025-01-12 21:38:42,259 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:38:42,354 [INFO] main           :164       No messages in the queue.
2025-01-12 21:38:42,533 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:38:42,534 [INFO] main           :298       Total time: 0.9798920154571533
2025-01-12 21:38:43,763 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:38:43,765 [INFO] main           :60        Modbus Device Connected
2025-01-12 21:38:43,766 [INFO] main           :71        Getting Tags Data...
2025-01-12 21:38:43,767 [INFO] main           :78        Reading tag: tag_1
2025-01-12 21:38:43,782 [INFO] main           :98        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-12 21:38:43,783 [INFO] main           :100       Converted value for tag_1: 7700
2025-01-12 21:38:43,784 [INFO] main           :108       Converted tag_1 into signed: 7700
2025-01-12 21:38:43,786 [INFO] main           :78        Reading tag: tag_2
2025-01-12 21:38:43,798 [INFO] main           :98        Converting data for tag tag_2 - High Word: 5700, Low Word: 0
2025-01-12 21:38:43,799 [INFO] main           :100       Converted value for tag_2: 5700
2025-01-12 21:38:43,800 [INFO] main           :108       Converted tag_2 into signed: 5700
2025-01-12 21:38:43,801 [INFO] main           :78        Reading tag: tag_3
2025-01-12 21:38:43,818 [INFO] main           :98        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:38:43,819 [INFO] main           :100       Converted value for tag_3: 20
2025-01-12 21:38:43,820 [INFO] main           :108       Converted tag_3 into signed: 20
2025-01-12 21:38:43,822 [INFO] main           :78        Reading tag: tag_4
2025-01-12 21:38:43,834 [INFO] main           :98        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 21:38:43,835 [INFO] main           :100       Converted value for tag_4: 10
2025-01-12 21:38:43,836 [INFO] main           :108       Converted tag_4 into signed: 10
2025-01-12 21:38:43,837 [INFO] main           :78        Reading tag: tag_5
2025-01-12 21:38:43,866 [INFO] main           :98        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 21:38:43,867 [INFO] main           :100       Converted value for tag_5: 1650549345
2025-01-12 21:38:43,868 [INFO] main           :108       Converted tag_5 into signed: 1650549345
2025-01-12 21:38:43,870 [INFO] main           :174       ASCII of tag_5: abab
2025-01-12 21:38:43,871 [INFO] main           :118       Data after conversion: [['tag_1', 7700], ['tag_2', 5700], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 21:38:43,889 [CRITICAL] main           :252       tag_2 VALUE EXCEEDED 1500!
2025-01-12 21:38:43,891 [CRITICAL] main           :253       tag_2 VALUE: 5700
2025-01-12 21:38:44,099 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:38:44,182 [INFO] main           :164       No messages in the queue.
2025-01-12 21:38:44,300 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 21:38:44,302 [INFO] main           :298       Total time: 0.7646253108978271
2025-01-12 21:38:45,343 [INFO] smtp_email     :48        Connected to SMTP!
2025-01-12 21:38:45,346 [INFO] main           :266       previous value: 0.0
2025-01-12 21:38:45,347 [INFO] main           :267       Notification Sent
2025-01-12 21:38:45,350 [INFO] main           :275       Previous Value: 5700.0
2025-01-12 21:38:45,354 [INFO] main           :276       Notification Not Sent.
2025-01-12 21:38:45,559 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 21:38:45,560 [INFO] main           :60        Modbus Device Connected
2025-01-12 21:38:45,562 [INFO] main           :71        Getting Tags Data...
2025-01-12 21:38:45,563 [INFO] main           :78        Reading tag: tag_1
2025-01-12 21:38:45,582 [INFO] main           :98        Converting data for tag tag_1 - High Word: 7700, Low Word: 0
2025-01-12 21:38:45,583 [INFO] main           :100       Converted value for tag_1: 7700
2025-01-12 21:38:45,584 [INFO] main           :108       Converted tag_1 into signed: 7700
2025-01-12 21:38:45,585 [INFO] main           :78        Reading tag: tag_2
2025-01-12 21:38:45,598 [INFO] main           :98        Converting data for tag tag_2 - High Word: 5700, Low Word: 0
2025-01-12 21:38:45,599 [INFO] main           :100       Converted value for tag_2: 5700
2025-01-12 21:38:45,600 [INFO] main           :108       Converted tag_2 into signed: 5700
2025-01-12 21:38:45,601 [INFO] main           :78        Reading tag: tag_3
2025-01-12 21:38:45,610 [INFO] main           :98        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 21:38:45,611 [INFO] main           :100       Converted value for tag_3: 20
