2025-01-12 20:25:50,749 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 20:25:51,944 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:25:51,947 [INFO] main           :58        Modbus Device Connected
2025-01-12 20:25:51,948 [INFO] main           :69        Getting Tags Data...
2025-01-12 20:25:51,949 [INFO] main           :76        Reading tag: tag_1
2025-01-12 20:25:51,962 [INFO] main           :96        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:25:51,963 [INFO] main           :98        Converted value for tag_1: 1230
2025-01-12 20:25:51,965 [INFO] main           :106       Converted tag_1 into signed: 1230
2025-01-12 20:25:51,966 [INFO] main           :76        Reading tag: tag_2
2025-01-12 20:25:51,978 [INFO] main           :96        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:25:51,981 [INFO] main           :98        Converted value for tag_2: 12900
2025-01-12 20:25:51,983 [INFO] main           :106       Converted tag_2 into signed: 12900
2025-01-12 20:25:51,985 [INFO] main           :76        Reading tag: tag_3
2025-01-12 20:25:51,994 [INFO] main           :96        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:25:51,995 [INFO] main           :98        Converted value for tag_3: 20
2025-01-12 20:25:51,997 [INFO] main           :106       Converted tag_3 into signed: 20
2025-01-12 20:25:51,998 [INFO] main           :76        Reading tag: tag_4
2025-01-12 20:25:52,007 [INFO] main           :96        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:25:52,010 [INFO] main           :98        Converted value for tag_4: 10
2025-01-12 20:25:52,012 [INFO] main           :106       Converted tag_4 into signed: 10
2025-01-12 20:25:52,015 [INFO] main           :76        Reading tag: tag_5
2025-01-12 20:25:52,026 [INFO] main           :96        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:25:52,028 [INFO] main           :98        Converted value for tag_5: 1650549345
2025-01-12 20:25:52,030 [INFO] main           :106       Converted tag_5 into signed: 1650549345
2025-01-12 20:25:52,032 [INFO] main           :172       ASCII of tag_5: abab
2025-01-12 20:25:52,034 [INFO] main           :116       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:25:52,037 [CRITICAL] main           :249       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:25:52,039 [CRITICAL] main           :250       tag_2 VALUE: 12900
2025-01-12 20:25:55,403 [INFO] smtp_email     :37        Connected to SMTP!
2025-01-12 20:25:55,407 [INFO] main           :261       previous value: 0
2025-01-12 20:25:55,409 [INFO] main           :262       Notification Sent
2025-01-12 20:25:55,620 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:25:55,712 [INFO] main           :162       No messages in the queue.
2025-01-12 20:25:55,845 [INFO] rabbit_mq      :31        Message published successfully.
2025-01-12 20:25:55,846 [INFO] main           :290       Total time: 4.109010696411133
