2025-01-12 19:22:20,635 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 19:22:21,627 [INFO] rabbit_mq      :20        Connected to RabbitMQ
2025-01-12 19:22:21,629 [INFO] main           :34        Modbus Device Connected
2025-01-12 19:22:21,631 [INFO] main           :42        Getting Tags Data...
2025-01-12 19:22:21,632 [INFO] main           :47        Reading tag: tag_1
2025-01-12 19:22:21,646 [INFO] main           :64        Converted value for tag_1: 1230
2025-01-12 19:22:21,647 [INFO] main           :70        Converted tag_1 into signed: 1230
2025-01-12 19:22:21,649 [INFO] main           :47        Reading tag: tag_2
2025-01-12 19:22:21,662 [INFO] main           :64        Converted value for tag_2: 12900
2025-01-12 19:22:21,663 [INFO] main           :70        Converted tag_2 into signed: 12900
2025-01-12 19:22:21,664 [INFO] main           :47        Reading tag: tag_3
2025-01-12 19:22:21,678 [INFO] main           :64        Converted value for tag_3: 20
2025-01-12 19:22:21,679 [INFO] main           :70        Converted tag_3 into signed: 20
2025-01-12 19:22:21,680 [INFO] main           :47        Reading tag: tag_4
2025-01-12 19:22:21,710 [INFO] main           :64        Converted value for tag_4: 10
2025-01-12 19:22:21,711 [INFO] main           :70        Converted tag_4 into signed: 10
2025-01-12 19:22:21,712 [INFO] main           :47        Reading tag: tag_5
2025-01-12 19:22:21,726 [INFO] main           :64        Converted value for tag_5: 1650549345
2025-01-12 19:22:21,727 [INFO] main           :70        Converted tag_5 into signed: 1650549345
2025-01-12 19:22:21,729 [INFO] main           :79        Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 19:22:21,731 [CRITICAL] main           :172       tag_2 VALUE EXCEEDED 1500!
2025-01-12 19:22:21,732 [CRITICAL] main           :173       tag_2 VALUE: 12900
2025-01-12 19:22:25,459 [INFO] smtp_email     :37        Connected to SMTP!
2025-01-12 19:22:25,461 [INFO] main           :181       previous value: 0
2025-01-12 19:22:25,463 [INFO] main           :182       Notification Sent
2025-01-12 19:22:25,747 [INFO] main           :141       No messages in the queue.
2025-01-12 19:22:25,851 [INFO] rabbit_mq      :37        Message published successfully.
2025-01-12 19:22:28,707 [INFO] rabbit_mq      :20        Connected to RabbitMQ
2025-01-12 19:22:28,710 [INFO] main           :34        Modbus Device Connected
2025-01-12 19:22:28,711 [INFO] main           :42        Getting Tags Data...
2025-01-12 19:22:28,713 [INFO] main           :47        Reading tag: tag_1
2025-01-12 19:22:28,726 [INFO] main           :64        Converted value for tag_1: 1230
2025-01-12 19:22:28,728 [INFO] main           :70        Converted tag_1 into signed: 1230
2025-01-12 19:22:28,730 [INFO] main           :47        Reading tag: tag_2
2025-01-12 19:22:28,738 [INFO] main           :64        Converted value for tag_2: 12900
2025-01-12 19:22:28,740 [INFO] main           :70        Converted tag_2 into signed: 12900
2025-01-12 19:22:28,741 [INFO] main           :47        Reading tag: tag_3
2025-01-12 19:22:28,758 [INFO] main           :64        Converted value for tag_3: 20
2025-01-12 19:22:28,760 [INFO] main           :70        Converted tag_3 into signed: 20
2025-01-12 19:22:28,761 [INFO] main           :47        Reading tag: tag_4
