2025-01-09 23:20:20,508 [INFO] logger         :39        Logger initialized successfully!
2025-01-09 23:20:20,920 [INFO] smtp_email     :41        Not Sent: name 'send' is not defined
2025-01-09 23:20:21,214 [INFO] main           :63        Modbus Device Connected
2025-01-09 23:20:21,215 [INFO] main           :74        Getting Tags Data...
2025-01-09 23:20:21,216 [INFO] main           :80        Reading tag: tag_1
2025-01-09 23:20:21,228 [INFO] main           :100       Converting data for tag tag_1 - High Word: 435, Low Word: 0
2025-01-09 23:20:21,229 [INFO] main           :102       Converted value for tag_1: 435
2025-01-09 23:20:21,230 [INFO] main           :110       Converted tag_1 into signed: 435
2025-01-09 23:20:21,232 [INFO] main           :80        Reading tag: tag_2
2025-01-09 23:20:21,244 [INFO] main           :100       Converting data for tag tag_2 - High Word: 3430, Low Word: 0
2025-01-09 23:20:21,245 [INFO] main           :102       Converted value for tag_2: 3430
2025-01-09 23:20:21,246 [INFO] main           :110       Converted tag_2 into signed: 3430
2025-01-09 23:20:21,247 [INFO] main           :80        Reading tag: tag_3
2025-01-09 23:20:21,256 [INFO] main           :100       Converting data for tag tag_3 - High Word: 2220, Low Word: 0
2025-01-09 23:20:21,257 [INFO] main           :102       Converted value for tag_3: 2220
2025-01-09 23:20:21,258 [INFO] main           :110       Converted tag_3 into signed: 2220
2025-01-09 23:20:21,260 [INFO] main           :80        Reading tag: tag_4
2025-01-09 23:20:21,272 [INFO] main           :100       Converting data for tag tag_4 - High Word: 2006, Low Word: 2007
2025-01-09 23:20:21,273 [INFO] main           :102       Converted value for tag_4: 131532758
2025-01-09 23:20:21,274 [INFO] main           :110       Converted tag_4 into signed: 131532758
2025-01-09 23:20:21,275 [INFO] main           :80        Reading tag: tag_5
2025-01-09 23:20:21,292 [INFO] main           :100       Converting data for tag tag_5 - High Word: 20046, Low Word: 16717
2025-01-09 23:20:21,293 [INFO] main           :102       Converted value for tag_5: 1095585358
2025-01-09 23:20:21,294 [INFO] main           :110       Converted tag_5 into signed: 1095585358
2025-01-09 23:20:21,295 [INFO] main           :120       Data after conversion: [['tag_1', 435], ['tag_2', 3430], ['tag_3', 2220], ['tag_4', 131532758], ['tag_5', 'MANN']]
2025-01-09 23:20:21,297 [INFO] main           :244       TAG 2 Value exceeded 1500!
2025-01-09 23:20:21,298 [INFO] main           :248       Not Sent!: Send() missing 1 required positional argument: 'value'
2025-01-09 23:20:21,609 [INFO] main           :216       No messages in the queue.
2025-01-09 23:20:21,688 [INFO] rabbit_mq      :35        Message published successfully.
