2025-01-12 20:42:08,300 [INFO] logger         :39        Logger initialized successfully!
2025-01-12 20:42:09,539 [INFO] rabbit_mq      :13        Connected to RabbitMQ
2025-01-12 20:42:09,541 [INFO] main           :59        Modbus Device Connected
2025-01-12 20:42:09,542 [INFO] main           :70        Getting Tags Data...
2025-01-12 20:42:09,543 [INFO] main           :77        Reading tag: tag_1
2025-01-12 20:42:09,566 [INFO] main           :97        Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-12 20:42:09,567 [INFO] main           :99        Converted value for tag_1: 1230
2025-01-12 20:42:09,568 [INFO] main           :107       Converted tag_1 into signed: 1230
2025-01-12 20:42:09,570 [INFO] main           :77        Reading tag: tag_2
2025-01-12 20:42:09,574 [INFO] main           :97        Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-12 20:42:09,576 [INFO] main           :99        Converted value for tag_2: 12900
2025-01-12 20:42:09,578 [INFO] main           :107       Converted tag_2 into signed: 12900
2025-01-12 20:42:09,579 [INFO] main           :77        Reading tag: tag_3
2025-01-12 20:42:09,590 [INFO] main           :97        Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-12 20:42:09,591 [INFO] main           :99        Converted value for tag_3: 20
2025-01-12 20:42:09,592 [INFO] main           :107       Converted tag_3 into signed: 20
2025-01-12 20:42:09,594 [INFO] main           :77        Reading tag: tag_4
2025-01-12 20:42:09,606 [INFO] main           :97        Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-12 20:42:09,607 [INFO] main           :99        Converted value for tag_4: 10
2025-01-12 20:42:09,608 [INFO] main           :107       Converted tag_4 into signed: 10
2025-01-12 20:42:09,609 [INFO] main           :77        Reading tag: tag_5
2025-01-12 20:42:09,614 [INFO] main           :97        Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-12 20:42:09,615 [INFO] main           :99        Converted value for tag_5: 1650549345
2025-01-12 20:42:09,618 [INFO] main           :107       Converted tag_5 into signed: 1650549345
2025-01-12 20:42:09,620 [INFO] main           :173       ASCII of tag_5: abab
2025-01-12 20:42:09,621 [INFO] main           :117       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-12 20:42:09,645 [CRITICAL] main           :250       tag_2 VALUE EXCEEDED 1500!
2025-01-12 20:42:09,647 [CRITICAL] main           :251       tag_2 VALUE: 12900
2025-01-12 20:42:12,967 [INFO] smtp_email     :38        Connected to SMTP!
2025-01-12 20:42:12,971 [INFO] main           :262       previous value: 0
2025-01-12 20:42:12,973 [INFO] main           :263       Notification Sent
