2025-01-11 22:21:56,634 [INFO] logger         :39        Logger initialized successfully!
2025-01-11 22:21:58,015 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:21:58,017 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:21:58,018 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:21:58,034 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:21:58,035 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:21:58,037 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:21:58,038 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:21:58,050 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-11 22:21:58,051 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-11 22:21:58,053 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-11 22:21:58,054 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:21:58,066 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:21:58,067 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:21:58,069 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:21:58,070 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:21:58,098 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:21:58,100 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:21:58,104 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:21:58,107 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:21:58,118 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:21:58,120 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:21:58,123 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:21:58,125 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:21:58,127 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:21:58,128 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-11 22:21:58,130 [INFO] smtp_email     :15        Connecting to SMTP
2025-01-11 22:21:58,131 [INFO] smtp_email     :19        Connected to SMTP!
2025-01-11 22:22:01,458 [INFO] main           :270       previous value: 0
2025-01-11 22:22:01,460 [INFO] main           :271       Notification Sent
2025-01-11 22:22:01,786 [INFO] main           :220       No messages in the queue.
2025-01-11 22:22:01,872 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-11 22:22:03,142 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:22:03,144 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:22:03,145 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:22:03,174 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:22:03,175 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:22:03,176 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:22:03,177 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:22:03,190 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-11 22:22:03,191 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-11 22:22:03,192 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-11 22:22:03,193 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:22:03,206 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:22:03,207 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:22:03,208 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:22:03,209 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:22:03,222 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:22:03,223 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:22:03,224 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:22:03,226 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:22:03,242 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:22:03,243 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:22:03,244 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:22:03,245 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:22:03,246 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:22:03,247 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-11 22:22:03,248 [INFO] main           :279       Previous Value: 12900
2025-01-11 22:22:03,249 [INFO] main           :280       Notification Not Sent.
2025-01-11 22:22:03,550 [INFO] main           :220       No messages in the queue.
2025-01-11 22:22:03,630 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-11 22:22:04,920 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:22:04,923 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:22:04,925 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:22:04,951 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:22:04,953 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:22:04,954 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:22:04,955 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:22:04,967 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-11 22:22:04,968 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-11 22:22:04,969 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-11 22:22:04,970 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:22:04,982 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:22:04,983 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:22:04,984 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:22:04,985 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:22:04,998 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:22:04,999 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:22:05,001 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:22:05,002 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:22:05,014 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:22:05,015 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:22:05,017 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:22:05,018 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:22:05,019 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:22:05,020 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-11 22:22:05,021 [INFO] main           :279       Previous Value: 12900
2025-01-11 22:22:05,022 [INFO] main           :280       Notification Not Sent.
2025-01-11 22:22:05,298 [INFO] main           :220       No messages in the queue.
2025-01-11 22:22:05,378 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-11 22:22:06,626 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:22:06,628 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:22:06,629 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:22:06,642 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:22:06,643 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:22:06,644 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:22:06,645 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:22:06,658 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-11 22:22:06,659 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-11 22:22:06,660 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-11 22:22:06,661 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:22:06,674 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:22:06,675 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:22:06,676 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:22:06,677 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:22:06,690 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:22:06,691 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:22:06,692 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:22:06,693 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:22:06,706 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:22:06,707 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:22:06,708 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:22:06,710 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:22:06,711 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:22:06,712 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-11 22:22:06,713 [INFO] main           :279       Previous Value: 12900
2025-01-11 22:22:06,714 [INFO] main           :280       Notification Not Sent.
2025-01-11 22:22:07,002 [INFO] main           :220       No messages in the queue.
2025-01-11 22:22:07,082 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-11 22:22:08,358 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:22:08,360 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:22:08,361 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:22:08,378 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:22:08,379 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:22:08,380 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:22:08,381 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:22:08,394 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-11 22:22:08,395 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-11 22:22:08,396 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-11 22:22:08,397 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:22:08,410 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:22:08,411 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:22:08,412 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:22:08,413 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:22:08,442 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:22:08,443 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:22:08,444 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:22:08,445 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:22:08,462 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:22:08,463 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:22:08,464 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:22:08,466 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:22:08,467 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:22:08,468 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-11 22:22:08,469 [INFO] main           :279       Previous Value: 12900
2025-01-11 22:22:08,470 [INFO] main           :280       Notification Not Sent.
2025-01-11 22:22:08,790 [INFO] main           :220       No messages in the queue.
2025-01-11 22:22:08,862 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-11 22:22:10,118 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:22:10,120 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:22:10,121 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:22:10,138 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:22:10,139 [INFO] main           :106       Converted value for tag_1: 1230
2025-01-11 22:22:10,140 [INFO] main           :114       Converted tag_1 into signed: 1230
2025-01-11 22:22:10,141 [INFO] main           :84        Reading tag: tag_2
2025-01-11 22:22:10,154 [INFO] main           :104       Converting data for tag tag_2 - High Word: 12900, Low Word: 0
2025-01-11 22:22:10,155 [INFO] main           :106       Converted value for tag_2: 12900
2025-01-11 22:22:10,156 [INFO] main           :114       Converted tag_2 into signed: 12900
2025-01-11 22:22:10,157 [INFO] main           :84        Reading tag: tag_3
2025-01-11 22:22:10,166 [INFO] main           :104       Converting data for tag tag_3 - High Word: 20, Low Word: 0
2025-01-11 22:22:10,167 [INFO] main           :106       Converted value for tag_3: 20
2025-01-11 22:22:10,168 [INFO] main           :114       Converted tag_3 into signed: 20
2025-01-11 22:22:10,169 [INFO] main           :84        Reading tag: tag_4
2025-01-11 22:22:10,183 [INFO] main           :104       Converting data for tag tag_4 - High Word: 10, Low Word: 0
2025-01-11 22:22:10,184 [INFO] main           :106       Converted value for tag_4: 10
2025-01-11 22:22:10,186 [INFO] main           :114       Converted tag_4 into signed: 10
2025-01-11 22:22:10,188 [INFO] main           :84        Reading tag: tag_5
2025-01-11 22:22:10,196 [INFO] main           :104       Converting data for tag tag_5 - High Word: 25185, Low Word: 25185
2025-01-11 22:22:10,198 [INFO] main           :106       Converted value for tag_5: 1650549345
2025-01-11 22:22:10,200 [INFO] main           :114       Converted tag_5 into signed: 1650549345
2025-01-11 22:22:10,202 [INFO] main           :124       Data after conversion: [['tag_1', 1230], ['tag_2', 12900], ['tag_3', 20], ['tag_4', 10], ['tag_5', 'abab']]
2025-01-11 22:22:10,204 [CRITICAL] main           :259       tag_2 VALUE EXCEEDED 1500!
2025-01-11 22:22:10,206 [CRITICAL] main           :260       tag_2 VALUE: 12900
2025-01-11 22:22:10,208 [INFO] main           :279       Previous Value: 12900
2025-01-11 22:22:10,210 [INFO] main           :280       Notification Not Sent.
2025-01-11 22:22:10,506 [INFO] main           :220       No messages in the queue.
2025-01-11 22:22:10,589 [INFO] rabbit_mq      :35        Message published successfully.
2025-01-11 22:22:11,879 [INFO] main           :67        Modbus Device Connected
2025-01-11 22:22:11,880 [INFO] main           :78        Getting Tags Data...
2025-01-11 22:22:11,882 [INFO] main           :84        Reading tag: tag_1
2025-01-11 22:22:11,910 [INFO] main           :104       Converting data for tag tag_1 - High Word: 1230, Low Word: 0
2025-01-11 22:22:11,911 [INFO] main           :106       Converted value for tag_1: 1230
